Constellation,Name,Bayer,Flamsteed,Variable Star,Henry Draper Number,Hipparcos Number,Right Ascension,Declination,Visual Magnitude,Absolute Magnitude,Distance,Spectral class,Notes
Antlia,Delta Antliae,δ,,,90972,51376,10h 29m 35.40s,−30° 36′ 25.5′′,5.56,−0.27,481,B9/B9.5V,"component of the δ Ant system; suspected variable, *V* max = 5.55m, *V* min = 5.60m"
Antlia,HD 93905,,,,93905,52965,10h 49m 57.05s,−34° 03′ 29.5′′,5.61,0.48,346,A1V,
Antlia,HR 3833,,,,83380,47199,09h 37m 09.87s,−32° 10′ 43.0′′,5.62,1.05,267,K1III,
Antlia,HD 92845,,,,92845,52407,10h 42m 43.21s,−32° 42′ 56.4′′,5.63,−0.71,605,A0V,double star
Antlia,HR 3830,,,,83332,47187,09h 37m 00.25s,−25° 17′ 48.7′′,5.68,0.91,293,K0III,
Antlia,Zeta1 Antliae,ζ1,,,82383,46657,09h 30m 46.08s,−31° 53′ 21.0′′,5.75,0.46,372,A0,binary star
Antlia,HD 86267,,,,86267,48748,09h 56m 35.47s,−33° 25′ 06.8′′,5.83,−0.01,479,K1III,
Antlia,HD 82514,,,,82514,46736,09h 31m 32.93s,−35° 42′ 51.6′′,5.86,1.15,285,K3III,triple star
Antlia,Zeta2 Antliae,ζ2,,,82513,46734,09h 31m 32.19s,−31° 52′ 18.6′′,5.91,0.61,374,A9IV,
Antlia,HD 88809,,,,88809,50103,10h 13m 45.98s,−40° 20′ 45.9′′,5.91,0.21,450,K1III,double star
Antlia,HD 85206,,,,85206,48191,09h 49m 28.15s,−37° 11′ 12.4′′,5.95,0.47,407,K2III,
Antlia,HD 83441,,,,83441,47224,09h 37m 28.42s,−36° 05′ 45.6′′,5.96,0.89,337,K2III,
Antlia,HD 88218,,,,88218,49769,10h 09m 32.09s,−35° 51′ 24.5′′,6.14,3.70,100,G1V,binary star
Antlia,HD 82165,,,,82165,46517,09h 29m 16.25s,−38° 24′ 12.8′′,6.15,2.18,203,A6V,
Antlia,HD 89015,,,,89015,50234,10h 15m 20.89s,−36° 31′ 03.8′′,6.17,0.91,367,K0III,
Antlia,Zeta1 Antliae,ζ1,,,82384,,09h 30m 46.10s,−31° 53′ 22.0′′,6.18,,,,component of the ζ1 Ant system
Antlia,HD 90071,,,,90071,50868,10h 23m 13.14s,−30° 09′ 44.0′′,6.25,2.60,175,A9IV,
Antlia,HD 87606,,,,87606,49418,10h 05m 15.28s,−36° 23′ 03.7′′,6.27,0.71,422,K1III,
Antlia,HD 85725,,,,85725,48468,09h 52m 58.21s,−27° 19′ 56.7′′,6.28,2.50,186,G1V,double star
Antlia,HD 88522,,,,88522,49967,10h 12m 02.88s,−28° 36′ 21.4′′,6.28,0.31,509,A0V,double star
Antlia,HD 89442,,,,89442,50492,10h 18m 37.88s,−36° 48′ 16.5′′,6.31,−0.04,608,K2/K3III,
Antlia,BF Antliae,,,BF,86301,48776,09h 56m 54.14s,−27° 28′ 30.8′′,6.32,0.38,502,A4V,"δ Scuti variable , Δ*V* = 0.01m"
Antlia,HD 88836,,,,88836,50122,10h 13m 56.58s,−40° 18′ 38.7′′,6.33,0.64,448,G8III,double star
Antlia,HD 88013,,,,88013,49645,10h 08m 01.67s,−37° 20′ 00.5′′,6.34,0.05,590,K0III,
Antlia,HD 85296,,,,85296,48219,09h 49m 51.36s,−36° 16′ 06.5′′,6.36,0.20,555,K0III,
Antlia,HD 92589,,,,92589,52273,10h 40m 51.56s,−35° 44′ 30.2′′,6.36,−0.28,695,G8/K0III+..,double star
Antlia,HD 88742,,,,88742,50075,10h 13m 24.99s,−33° 01′ 54.8′′,6.38,4.60,74,G0V,
Antlia,HD 84224,,,,84224,47627,09h 42m 41.37s,−35° 30′ 06.2′′,6.39,−1.80,1417,Asp...,
Antlia,HD 87477,,,,87477,49343,10h 04m 23.39s,−39° 58′ 33.1′′,6.42,−0.03,637,K1III,
Antlia,S Antliae,,,S,82610,46810,09h 32m 18.45s,−28° 37′ 40.4′′,6.43,2.05,245,A9V,"W Uma variable , *V* max = 6.27m, *V* min = 6.83m, *P* = 0.6483489 d"
Antlia,HD 82785,,,,82785,46874,09h 33m 07.71s,−39° 07′ 45.0′′,6.43,2.12,237,F2IV/V,binary star
Antlia,HD 84567,,,,84567,47868,09h 45m 22.01s,−30° 12′ 09.9′′,6.45,-3.7,3500,B0.5IIIn,suspected variable
Antlia,HD 83108,,,,83108,47039,09h 35m 11.88s,−35° 49′ 25.5′′,6.48,2.47,207,F5V,
Antlia,HD 92987,,,,92987,52472,10h 43m 36.0s,−39° 03′ 31′′,7.0,,142,G2/3V,has a planet (b )
Antlia,HD 93083,,,,93083,52521,10h 44m 20.91s,−33° 34′ 37.2′′,8.33,6.03,94,K2V,Macondo; has a planet (b )
Antlia,T Antliae,,,T,,46924,09h 33m 50.86s,−36° 36′ 56.7′′,9.26,-0.7,3200,G5,"Classical Cepheid , *V* max = 8.88m, *V* min = 9.82m, *P* = 5.898053 d"
Antlia,Delta Antliae,δ,,BZ,90972B,,10h 29m 34.77s,−30° 36′ 33.1′′,9.65,3.81,481,F9Ve,"component of the δ Ant system; T Tauri star , Δ*V* = 0.04m, *P* = 3.3 d"
Antlia,TWA 6,,,BX,,,10h 18m 28.70s,−31° 50′ 02.9′′,10.65,,,M0Ve,"T Tauri star, Δ*V* = 0.149m, *P* = 0.5409 d"
Antlia,WASP-66,,,,,,10h 32m 54.0s,−34° 59′ 23′′,11.6,3.7,1239,F4,has a transiting planet (b )
Antlia,TWA 7,,,CE,,,10h 42m 30.06s,−33° 40′ 16.6′′,11.73,,,M2Ve,"T Tauri star, Δ*V* = 0.11m, *P* = 5.00 d"
Antlia,UX Antliae,,,UX,,,10h 57m 09.0s,−37° 23′ 56′′,12.37,,,,"R CrB variable , *V* max = 11.5m, *V* min = <18.0m"
Antlia,DEN 1048-3956,,,,,,10h 48m 15s,−39° 56′ 06′′,17.53,4.52,13.051,M9V,brown dwarf
Antlia,XTE J0929-314,,,BW,,,09h 29m 20.19s,−31° 29′ 03.2′′,18.63,,,,"X-ray pulsar , *V* max = 18.63m, *V* min = 22.89m, *P* = 0.030263 d"
Antlia,2MASS 0939-2448,,,,,,09h 39m 39.49s,−24° 48′ 27.9′′,,,17,T8,binary brown dwarf
Apus,Alpha Apodis,α,,,129078,72370,14h 47m 51.73s,−79° 02′ 41.0′′,3.83,−1.67,411,K5III,
Apus,Gamma Apodis,γ,,,147675,81065,16h 33m 27.46s,−78° 53′ 49.1′′,3.86,0.41,159,K0IV SB,
Apus,Beta Apodis,β,,,149324,81852,16h 43m 05.42s,−77° 30′ 59.7′′,4.23,0.81,158,K0III,double star
Apus,Delta1 Apodis,δ1,,,145366,80047,16h 20m 20.84s,−78° 41′ 44.4′′,4.68,−2.17,765,M4-M5III,"visual double star with δ2 Aps; semiregular variable , *V* max = 4.66m, *V* min = 4.87m"
Apus,Zeta Apodis,ζ,,,156277,84969,17h 21m 59.53s,−67° 46′ 14.3′′,4.76,−0.14,312,K1III,
Apus,Eta Apodis,η,,,123998,69896,14h 18m 13.97s,−81° 00′ 27.4′′,4.89,1.73,140,A2m...,
Apus,Epsilon Apodis,ε,,,124771,70248,14h 22m 23.20s,−80° 06′ 32.1′′,5.06,−1.08,551,B4V,γ Cas variable
Apus,Delta2 Apodis,δ2,,,145388,80057,16h 20m 26.86s,−78° 40′ 02.7′′,5.27,−1.27,663,K3III,visual double star with δ1 Aps
Apus,R Apodis,,,R,131109,73223,14h 57m 53.16s,−76° 39′ 45.4′′,5.37,−0.22,428,K4III,not variable despite designation
Apus,Iota Apodis,ι,,,156190,84979,17h 22m 05.88s,−70° 07′ 23.4′′,5.39,−2.34,1144,B8/B9Vn...,binary star
Apus,Kappa1 Apodis,κ1,,,137387,76013,15h 31m 30.82s,−73° 23′ 22.4′′,5.52,-2.31,1200,B1npe,"double star; γ Cas variable, *V* max = 5.43m, *V* min = 5.61m"
Apus,HR 6135,,,,148488,81141,16h 34m 19.37s,−70° 59′ 17.0′′,5.50,−1.80,942,K1IIICN...,
Apus,HD 130458,,,,130458,72833,14h 53m 13.54s,−73° 11′ 24.6′′,5.59,0.63,320,G7IIIa,double star
Apus,Kappa2 Apodis,κ2,,,138800,76750,15h 40m 21.36s,−73° 26′ 47.9′′,5.64,−1.12,734,B8IVe,triple star
Apus,Theta Apodis,θ,,,122250,68815,14h 05m 20.10s,−76° 47′ 48.0′′,5.69,0.67,328,M6.5III,"semiregular variable, *V* max = 4.65m, *V* min = 6.20m, *P* = 111.0 d"
Apus,HD 143346,,,,143346,78868,16h 05m 55.88s,−72° 24′ 03.9′′,5.70,0.97,288,K1IIICNII,
Apus,NO Apodis,,,NO,156513,85760,17h 31m 27.47s,−80° 51′ 32.5′′,5.83,−1.15,811,M3III,"semiregular variable, *V* max = 5.71m, *V* min = 5.95m"
Apus,HD 164712,,,,164712,89115,18h 11m 15.76s,−75° 53′ 26.9′′,5.86,1.41,253,K3III,double star
Apus,HD 165259,,,,165259,89234,18h 12m 34.17s,−73° 40′ 18.4′′,5.86,2.80,133,F5V,double star
Apus,HD 131425,,,,131425,73415,15h 00m 11.34s,−77° 09′ 37.9′′,5.92,−1.23,876,G8II,
Apus,HD 138867,,,,138867,76877,15h 41m 54.70s,−76° 04′ 54.7′′,5.95,0.64,377,B9V,
Apus,HD 122862,,,,122862,69090,14h 08m 27.71s,−74° 51′ 02.6′′,6.02,3.73,93,G1V,
Apus,HD 133981,,,,133981,74421,15h 12m 34.01s,−72° 46′ 14.0′′,6.02,−1.06,849,B8/B9III,
Apus,HD 126209,,,,126209,70874,14h 29m 37.07s,−76° 43′ 44.5′′,6.06,0.04,522,K0/K1III,
Apus,HD 161988,,,,161988,87926,17h 57m 41.68s,−76° 10′ 40.6′′,6.08,−0.23,595,K2III,double star
Apus,HD 121439,,,,121439,68431,14h 00m 32.85s,−78° 35′ 23.9′′,6.09,−0.65,728,B9III,
Apus,HD 138289,,,,138289,76664,15h 39m 18.62s,−77° 55′ 03.7′′,6.19,1.10,339,K2II,
Apus,HD 131551,,,,131551,73394,14h 59m 55.77s,−75° 01′ 57.4′′,6.20,0.15,529,B9V,double star
Apus,HD 154556,,,,154556,84158,17h 12m 19.85s,−70° 43′ 15.2′′,6.21,1.99,228,K1IVCN...,
Apus,HD 154972,,,,154972,84510,17h 16m 35.70s,−74° 31′ 58.4′′,6.24,1.25,324,A0V,
Apus,HD 128294,,,,128294,71870,14h 41m 59.76s,−77° 00′ 41.1′′,6.34,0.05,592,B9III,
Apus,HD 162337,,,,162337,88599,18h 05m 26.74s,−81° 29′ 11.2′′,6.37,−0.89,924,K3/K4III,
Apus,HD 137366,,,,137366,75959,15h 30m 49.19s,−71° 39′ 14.7′′,6.39,−1.15,1052,B3V,
Apus,HD 141846,,,,141846,78360,15h 59m 55.14s,−78° 01′ 37.6′′,6.40,1.76,276,F3IV,double star
Apus,HD 124639,,,,124639,70418,14h 24m 22.18s,−82° 50′ 53.6′′,6.42,−0.74,881,B8V,emission-line star
Apus,HD 129899,,,,129899,72670,14h 51m 30.07s,−77° 10′ 33.4′′,6.44,−0.76,898,Ap...,
Apus,HD 152010,,,,152010,82944,16h 57m 01.06s,−71° 06′ 41.6′′,6.46,−2.08,1663,A5IV/V,double star
Apus,HD 124099,,,,124099,69778,14h 16m 55.17s,−77° 39′ 51.2′′,6.48,−2.82,2362,K2IIp,"semiregular variable, *V* max = 6.46m, *V* min = 6.49m, *P* = 528 d"
Apus,HD 159558,,,,159558,86510,17h 40m 44.57s,−67° 51′ 14.8′′,6.48,1.15,379,G8III,
Apus,HD 134606,,,,134606,74653,15h 15m 15s,−70° 31′ 11′′,6.85,4.74,86,G6IV,"has three planets (b , c & d )"
Apus,HD 137509,,,NN,137509,76011,15h 31m 27.12s,−71° 03′ 43.7′′,6.87,0.41,638,B8,"α2 CVn variable , *V* max = 6.86m, *V* min = 6.92m, *P* = 4.4928 d"
Apus,HD 131664,,,,131664,73408,15h 00m 06.07s,−73° 32′ 07.2′′,8.13,4.38,183.5,G3V,"has a stellar companion, initially thought to be a planet (B)"
Apus,HD 137388,,,,137388,76351,15h 35m 40s,−80° 12′ 17′′,8.71,5.81,124,K0/K1V,"Karaka,1] has a [planet (b )"
Apus,S Apodis,,,S,133444,74179,15h 09m 24.53s,−72° 03′ 45.2′′,9.60,-1.28,4900,C+,"R CrB variable , *V* max = 9.54m, *V* min = 17.0m, *P* = 66.03 d"
Apus,HD 138403,,,,138403,,15h 37m 11.18s,−71° 54′ 52.9′′,10.47,,,O8(f)ep,central star of planetary nebula Hen 2-131
Apus,Z Apodis,,,Z,,,14h 06m 54.81s,−71° 22′ 16.8′′,11.07,,,,"RV Tau variable , *V* max = 10.7m, *V* min = 12.7m, *P* = 37.89 d"
Apus,L 19-2,,,MY,,,14h 33m 07.60s,−81° 20′ 14.5′′,13.75,,,DA4.1,"ZZ Cet variable , Δ*V* = 0.05m"
Aquarius,Beta Aquarii,β,22,,204867,106278,21h 31m 33.52s,−05° 34′ 16.2′′,2.90,−3.47,612,G0Ib,"Sadalsuud, Sadalsud, Sad es Saud, Sadalsund, Saad el Sund, Nir Saad al Saaoud, Lucida Fortunæ Fortunarum,1] part of Saʽd al Suʽud;[2][3][triple star"
Aquarius,Alpha Aquarii,α,34,,209750,109074,22h 05m 47.03s,−00° 19′ 11.4′′,2.95,−3.88,758,G2Ib,"Sadalmelik, Sadal Melik, Sadalmelek, Sadlamulk, El Melik, Saad el Melik, Ruchbah; double star"
Aquarius,Delta Aquarii,δ,76,,216627,113136,22h 54m 39.04s,−15° 49′ 14.7′′,3.27,−0.18,159,A3V,"Skat, Scheat, Seat, Sheat"
Aquarius,Zeta Aquarii,ζ1,55,,213051,110960,22h 28m 49.80s,−00° 01′ 12.2′′,3.65,1.14,103,F3III-IV,"Sadaltager, Sadaltajir, Altager, Achr al Achbiya, Postrema Tabernaculorum,1] part of al Aḣbiyah;[4][5][binary star"
Aquarius,88 Aquarii,c2,88,,218594,114341,23h 09m 26.76s,−21° 10′ 20.9′′,3.68,−0.60,234,K1III,
Aquarius,Lambda Aquarii,λ,73,,216386,112961,22h 52m 36.86s,−07° 34′ 46.8′′,3.73,−1.67,391,M2IIIvar,"Hydor, Ekkhysis; irregular variable , *V* max = 3.57m, *V* min = 3.80m"
Aquarius,Epsilon Aquarii,ε,2,,198001,102618,20h 47m 40.53s,−09° 29′ 44.5′′,3.78,−0.46,229,A1V,"Albali, Al Bali, Nir Saad Bula, Lucida Fortunæ Dissipantis,1] part of al Bulaʽ;[6][7] suspected [variable"
Aquarius,Gamma Aquarii,γ,48,,212061,110395,22h 21m 39.30s,−01° 23′ 14.5′′,3.86,0.44,158,A0V,"Sadachbia, Sadalachbia, Aoul al Achbiya, Prima Tabernaculorum, part of al Aḣbiyah;[1][4][5] double star"
Aquarius,98 Aquarii,b1,98,,220321,115438,23h 22m 58.30s,−20° 06′ 01.2′′,3.96,0.48,162,K0III,
Aquarius,Eta Aquarii,η,62,,213998,111497,22h 35m 21.33s,−00° 07′ 02.5′′,4.04,0.29,183,B9IV-Vn,"Hydria, part of al Aḣbiyah[4][5]"
Aquarius,Tau2 Aquarii,τ2,71,,216032,112716,22h 49m 35.51s,−13° 35′ 33.1′′,4.05,−1.28,380,K5III,optical double ; suspected variable
Aquarius,Theta Aquarii,θ,43,,211391,110003,22h 16m 49.97s,−07° 46′ 59.7′′,4.17,0.33,191,G8III-IV,Ancha
Aquarius,Phi Aquarii,φ,90,,219215,114724,23h 14m 19.33s,−06° 02′ 54.7′′,4.22,0.05,222,M2III,suspected variable
Aquarius,Psi1 Aquarii,ψ1,91,,219449,114855,23h 15m 53.28s,−09° 05′ 15.7′′,4.24,0.95,148,K0III,multiple star; has a planet (b )
Aquarius,Iota Aquarii,ι,33,,209819,109139,22h 06m 26.21s,−13° 52′ 10.3′′,4.29,0.67,172,B8V,
Aquarius,99 Aquarii,b2,99,,220704,115669,23h 26m 02.82s,−20° 38′ 30.7′′,4.38,−0.50,308,K4III,suspected variable
Aquarius,Psi2 Aquarii,ψ2,93,,219688,115033,23h 17m 54.20s,−09° 10′ 57.0′′,4.41,−0.56,322,B5Vn,"Be star ; variable, Δ*V* = 0.06m, *P* = 1.073 d"
Aquarius,Zeta Aquarii,ζ2,55,,213052,,22h 28m 50.10s,−00° 01′ 12.0′′,4.42,-0.01,251,F3V,component of the ζ Aqr system
Aquarius,3 Aquarii,k,3,EN,198026,102624,20h 47m 44.24s,−05° 01′ 39.4′′,4.43,−1.24,445,M3IIIvar,"EN Aqr; irregular variable , Δ*V* = 0.06m"
Aquarius,86 Aquarii,c1,86,,218240,114119,23h 06m 40.81s,−23° 44′ 35.2′′,4.48,0.67,188,G8III,binary star
Aquarius,Omega2 Aquarii,ω2,105,,222661,116971,23h 42m 43.28s,−14° 32′ 41.1′′,4.49,1.12,154,B9V,binary star
Aquarius,Nu Aquarii,ν,13,,201381,104459,21h 09m 35.59s,−11° 22′ 18.0′′,4.50,1.00,164,G8III,"Albulaan, part of al Bulaʽ[6][7]"
Aquarius,Xi Aquarii,ξ,23,,205767,106786,21h 37m 45.04s,−07° 51′ 14.9′′,4.68,0.99,179,A7V,"Bunda, Thanih Saad al Saaoud, Secunda Fortunæ Fortunarum,[1] part of Saʽd al Suʽud;[2][3] double star"
Aquarius,66 Aquarii,g,66,,215167,112211,22h 43m 35.25s,−18° 49′ 49.1′′,4.68,−1.18,484,K3III,suspected variable
Aquarius,101 Aquarii,b3,101,,221565,116247,23h 33m 16.63s,−20° 54′ 52.3′′,4.70,−0.26,320,A0V,double star
Aquarius,89 Aquarii,c3,89,,218640,114375,23h 09m 54.88s,−22° 27′ 27.3′′,4.71,−1.31,521,A3IV:,double star
Aquarius,Mu Aquarii,μ,6,,198743,103045,20h 52m 39.21s,−08° 58′ 59.7′′,4.73,1.34,155,A3m,"Albulaan, part of al Bulaʽ;6][7] double star, [spectroscopic binary"
Aquarius,Omicron Aquarii,ο,31,,209409,108874,22h 03m 18.83s,−02° 09′ 19.2′′,4.74,−0.60,381,B7IVe,"Kae Uh; emission-line star; γ Cas variable , *V* max = 4.68m, *V* min = 4.89m"
Aquarius,Pi Aquarii,π,52,,212571,110672,22h 25m 16.61s,+01° 22′ 38.6′′,4.80,−2.84,1101,B1Ve,"Seat, Wasat al Achbiya, Media Tabernaculorum, part of al Aḣbiyah;[1][4][5] emission-line star; γ Cas variable, *V* max = 4.42m, *V* min = 4.87m"
Aquarius,Sigma Aquarii,σ,57,,213320,111123,22h 30m 38.82s,−10° 40′ 40.4′′,4.82,0.27,265,A0IVs,貴子星 (Takako-boshi)
Aquarius,104 Aquarii,A2,104,,222574,116901,23h 41m 45.80s,−17° 48′ 59.5′′,4.82,−1.65,643,G2Ib/II,triple star; suspected variable
Aquarius,Chi Aquarii,χ,92,,219576,114939,23h 16m 50.95s,−07° 43′ 35.3′′,4.93,−1.54,640,M3III,"semiregular variable , *V* max = 4.75m, *V* min = 5.10m, *P* = 35.25 d"
Aquarius,Omega1 Aquarii,ω1,102,,222345,116758,23h 39m 47.04s,−14° 13′ 19.4′′,4.97,1.91,134,A7IV,
Aquarius,Psi3 Aquarii,ψ3,95,,219832,115115,23h 18m 57.65s,−09° 36′ 38.6′′,4.99,0.58,249,A0V,triple star
Aquarius,Kappa Aquarii,κ,63,,214376,111710,22h 37m 45.42s,−04° 13′ 39.9′′,5.04,0.76,234,K2III,Situla; double star
Aquarius,25 Aquarii,d,25,,206067,106944,21h 39m 33.28s,+02° 14′ 37.5′′,5.10,0.76,241,K0III,double star
Aquarius,47 Aquarii,,47,,212010,110391,22h 21m 35.58s,−21° 35′ 52.9′′,5.12,1.37,183,K0III,
Aquarius,1 Aquarii,,1,,196758,101936,20h 39m 24.83s,+00° 29′ 11.4′′,5.15,0.77,245,K1III,triple star
Aquarius,108 Aquarii,i3,108,ET,223640,117629,23h 51m 21.32s,−18° 54′ 33.0′′,5.17,0.20,321,Ap Si,"ET Aqr; spectroscopic binary; α2 CVn variable , *V* max = 5.12m, *V* min = 5.21m, *P* = 3.73524 d"
Aquarius,94 Aquarii,,94,,,115125,23h 19m 06.37s,−13° 27′ 17.0′′,5.19,3.56,69,K2V,component of the 94 Aqr system
Aquarius,97 Aquarii,,97,,220278,115404,23h 22m 39.10s,−15° 02′ 21.8′′,5.19,0.88,237,A3V,binary star
Aquarius,94 Aquarii,,94,,219834,115126,23h 19m 06.51s,−13° 27′ 30.4′′,5.20,3.62,69,G6/G8IV,binary star
Aquarius,Upsilon Aquarii,υ,59,,213845,111449,22h 34m 41.50s,−20° 42′ 28.3′′,5.21,3.43,74,F7V,
Aquarius,68 Aquarii,,68,,215721,112529,22h 47m 33.19s,−19° 36′ 46.3′′,5.24,0.68,266,G8III,
Aquarius,106 Aquarii,i1,106,,222847,117089,23h 44m 12.06s,−18° 16′ 36.9′′,5.24,0.20,331,B9V,
Aquarius,258 G. Aqr,,,,222643,116957,23h 42m 27.81s,−15° 26′ 52.7′′,5.27,0.60,280,K3III,
Aquarius,107 Aquarii,i2,107,,223024,117218,23h 46m 00.84s,−18° 40′ 42.1′′,5.28,1.21,212,F0III,double star
Aquarius,32 Aquarii,,32,,209625,108991,22h 04m 47.43s,−00° 54′ 22.5′′,5.29,1.04,231,A5m,
Aquarius,41 Aquarii,,41,,210960,109786,22h 14m 18.02s,−21° 04′ 28.9′′,5.33,0.65,281,K1III,multiple star
Aquarius,42 Aquarii,,42,,211361,110000,22h 16m 48.04s,−12° 49′ 53.2′′,5.34,−0.52,484,K1III,
Aquarius,Rho Aquarii,ρ,46,,211838,110273,22h 20m 11.91s,−07° 49′ 16.0′′,5.35,−1.44,743,B8IIIMNp...,
Aquarius,103 Aquarii,A1,103,,222547,116889,23h 41m 34.51s,−18° 01′ 36.8′′,5.36,−0.91,584,K4/K5III,
Aquarius,38 Aquarii,e,38,,210424,109472,22h 10m 37.46s,−11° 33′ 53.9′′,5.43,−0.75,561,B5III,
Aquarius,83 Aquarii,h,83,,218060,113996,23h 05m 09.71s,−07° 41′ 37.7′′,5.44,1.63,188,F2V,triple star
Aquarius,18 Aquarii,,18,,203705,105668,21h 24m 11.44s,−12° 52′ 41.3′′,5.48,2.07,157,F0V,suspected variable
Aquarius,21 Aquarii,,21,,203926,105767,21h 25m 16.96s,−03° 33′ 23.7′′,5.48,−0.01,408,K4III,
Aquarius,7 Aquarii,,7,,199345,103401,20h 56m 54.03s,−09° 41′ 51.1′′,5.49,−0.84,601,K5III,triple star; suspected variable
Aquarius,12 Aquarii,,12,,200496,103981,21h 04m 04.58s,−05° 49′ 24.2′′,7.31,,,A3V,optical double
Aquarius,49 Aquarii,,49,,212271,110529,22h 23m 30.79s,−24° 45′ 45.6′′,5.53,0.93,272,K0IIICN...,
Aquarius,77 Aquarii,,77,,216640,113148,22h 54m 45.60s,−16° 16′ 18.3′′,5.53,2.36,140,K1III,suspected variable
Aquarius,5 Aquarii,,5,,198667,103005,20h 52m 08.69s,−05° 30′ 25.4′′,5.55,−1.27,753,B9III,suspected variable
Aquarius,30 Aquarii,,30,,209396,108868,22h 03m 16.43s,−06° 31′ 20.7′′,5.55,0.95,271,K0III,
Aquarius,53 Aquarii,f,53,,212697,110778,22h 26m 34.15s,−16° 44′ 31.7′′,5.55,4.04,65,G3V,multiple star
Aquarius,217 G. Aqr,,,,219402,114822,23h 15m 34.26s,−03° 29′ 46.9′′,5.56,1.30,231,A3V,
Aquarius,96 Aquarii,,96,,219877,115142,23h 19m 23.86s,−05° 07′ 27.5′′,5.56,2.85,114,F3IV,
Aquarius,28 Aquarii,,28,,209128,108691,22h 01m 05.01s,+00° 36′ 17.1′′,5.60,−0.94,661,K4III:,
Aquarius,26 Aquarii,,26,,206445,107144,21h 42m 10.12s,+01° 17′ 07.0′′,5.66,−2.77,1583,K2III,
Aquarius,HD 222093,,,,222093,116591,23h 37m 39.54s,−13° 03′ 37.1′′,5.66,0.96,283,K0III,double star
Aquarius,Tau1 Aquarii,τ1,69,,215766,112542,22h 47m 42.75s,−14° 03′ 23.1′′,5.68,1.17,260,B9V,multiple star
Aquarius,269 G. Aqr,,,,223559,117567,23h 50m 33.26s,−14° 24′ 05.2′′,5.70,−0.05,460,K4III,
Aquarius,19 Aquarii,,19,,203875,105761,21h 25m 13.02s,−09° 44′ 53.3′′,5.71,1.07,276,F0IV,
Aquarius,94 G. Aqr,,,,208111,108102,21h 54m 10.34s,−04° 16′ 33.4′′,5.71,0.96,291,K2III,
Aquarius,HD 216718,,,,216718,113184,22h 55m 10.94s,−04° 59′ 16.4′′,5.72,0.95,293,K0III-IV,double star
Aquarius,264 G. Aqr,,,,223170,117314,23h 47m 15.94s,−11° 54′ 39.2′′,5.74,0.61,346,K0III,
Aquarius,44 Aquarii,,44,,211434,110023,22h 17m 06.50s,−05° 23′ 14.0′′,5.75,0.65,341,G6III,suspected variable
Aquarius,50 Aquarii,,50,,212430,110602,22h 24m 27.03s,−13° 31′ 45.9′′,5.76,−0.35,542,K0III,
Aquarius,HD 223807,h,,,223807,117756,23h 52m 50.49s,−08° 59′ 48.1′′,5.76,−0.61,612,K0III,
Aquarius,80 G. Aqr,,,,205423,106592,21h 35m 17.63s,−03° 58′ 59.9′′,5.79,0.13,441,G9III:,
Aquarius,51 Aquarii,,51,,212404,110578,22h 24m 06.87s,−04° 50′ 13.2′′,5.79,0.22,424,A0V,multiple star
Aquarius,35 Aquarii,,35,,210191,109332,22h 08m 58.99s,−18° 31′ 10.5′′,5.80,−5.79,6792,B2III,
Aquarius,HD 211392,,,,211392,110009,22h 16m 52.60s,−09° 02′ 24.1′′,5.80,0.64,351,K3III:,suspected variable
Aquarius,74 Aquarii,,74,HI,216494,113031,22h 53m 28.69s,−11° 36′ 59.5′′,5.80,−0.72,657,B8IV/V,"HI Aqr; double star; α2 CVn variable, Δ*V* = 0.01m, *P* = 3.4 d"
Aquarius,15 Aquarii,,15,,202753,105164,21h 18m 11.07s,−04° 31′ 10.2′′,5.83,−1.56,979,B5V,
Aquarius,271 G. Aqr,,,,223774,117722,23h 52m 30.05s,−14° 15′ 04.3′′,5.85,1.13,286,K2III,
Aquarius,11 G. Aqr,,,,198431,102891,20h 50m 41.70s,−12° 32′ 41.0′′,5.87,1.45,250,K1III,
Aquarius,16 Aquarii,,16,,203222,105412,21h 21m 04.33s,−04° 33′ 36.5′′,5.87,0.80,336,G7III:,
Aquarius,60 Aquarii,,60,,213789,111394,22h 34m 02.89s,−01° 34′ 27.0′′,5.88,0.21,444,G6III,triple star
Aquarius,12 Aquarii,,12,,200497,,21h 04m 04.74s,−05° 49′ 23.08′′,5.89,-0.21,541,G4III,optical component of 12 Aqr
Aquarius,255 G. Aqr,,,,222493,116853,23h 41m 08.87s,−11° 40′ 50.4′′,5.89,0.56,379,K0III,
Aquarius,138 G. Aqr,,,,212320,110532,22h 23m 32.15s,−07° 11′ 40.0′′,5.92,0.18,466,G8Ib/II(w),
Aquarius,268 G. Aqr,,,,223524,117541,23h 50m 14.65s,−09° 58′ 27.6′′,5.93,1.06,307,K0IV,
Aquarius,202 G. Aqr,,,,217563,113686,23h 01m 31.70s,−04° 42′ 41.3′′,5.94,−3.61,1011,G5II/III,
Aquarius,DV Aquarii,,,DV,199603,103545,20h 58m 41.87s,−14° 28′ 59.1′′,5.95,1.31,276,A9V,"β Lyr variable , *V* max = 5.89m, *V* min = 6.25m, *P* = 1.57553 d"
Aquarius,246 G. Aqr,,,,221745,116368,23h 34m 49.33s,−15° 14′ 44.9′′,5.95,0.79,351,K4III,
Aquarius,45 Aquarii,,45,,211676,110179,22h 19m 00.70s,−13° 18′ 17.9′′,5.96,0.78,354,K0III,
