,episode no.,speaker,dialouge
309,2,Morty," Wow, Rick, I can't believe we're sitting around, standing around in Mr. Goldenfold's house. It's really weird."
310,2,Rick," It's about to get a whole lot weirder, Morty."
311,2,Mrs. Pancakes, Wheat thins. Wheat thins.
312,2,Mr. Goldenfold, I'll take two.
313,2,Mrs. Pancakes," Oh, I think you've had enough, sir."
314,2,Mr.Goldenfold, You don't know me.
315,2,Rick," All right, Morty, time to make our move."
316,2,Mr. Goldenfold, Make it bounce.
317,2,Mrs. Pancakes," No, you didn't."
318,2,Mr. Goldenfold," Oh, jiggle it now."
319,2,Mrs. Pancakes, You better stop with that.
320,2,Rick, Allahu Belch akbar! We're gonna take control of this plane! We're gonna 9/11 it unless Morty Smith gets better grades in math!
321,2,Rick," Hey! I said nobody move, buddy!"
322,2,Mr. Goldenfold, The name's not buddy. It's Goldenfold. Nice to wheat you!
323,2,Rick," Take cover, Morty!"
324,2,Mr. Goldenfold, AAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!
325,2,Morty, Ooohhh!
326,2,Rick," Goldenfold's got more control here than I anticipated. I mean, the guy teaches high-school math. Belch I didn't take him for an active dreamer. We've got to take him out so he wakes up, Morty but we can't get killed. If you get killed in someone else's dream, you die for real, Morty."
327,2,Morty, What?! Are you kidding me?! Ohhhhhh!
328,2,Rick," Don't be a baby! You avoid getting shot in real life all the time, Morty. Just do the same thing here, and we'll be fine!"
329,2,Jerry, Now bring me my slippers.
330,2,Summer," Now, be my footstool, Snuffles."
331,2,Jerry, This is what I'm talking about. This is a dog.
332,2,Beth ,"
Unimpressed Oh, yeah. This should play out just fine."
333,2,Jerry," You said the same thing, equally sarcastically, at our wedding and guess what?"
334,2,Snuffles, Ooowwwwowowwaawaa!
335,2,Summer," Oh, my God! He's trying to tell us something. Offscreen That is so awesome."
336,2,Snuffles, Aaaawwaaaaawaawa!
337,2,Jerry," Aw, he's saying ""I love lasagna""."
338,2,Snuffles, Ooooyayawawa!
339,2,Summer," He's saying ""I love Obama"". Offscreen So cute! I'm posting this Onscreen online, like, right now."
340,2,Jerry, I should call Bob Saget. Is that still a thing?
341,2,Snuffles, Hmm?
342,2,Rick," Goldenfold, we're coming out! We just want to talk!"
343,2,Mr.Goldenfold, Why would I negotiate with you?
344,2,Rick, Because we're both rational adults that don't want anything bad to happen. And because I have a human shield.
345,2,Mr. Goldenfold, Mrs. Pancakes! AAAAAAAAHHHH!!!!!
346,2,Plane Passengers, AAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHH!!!!!!!!!!!!!!
347,2,Rick," Oh, no, Morty. His subconscious is panicking."
348,2,Plane Passenger, Oh no! Run!
349,2,Plane Passengers, AAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHH!!!!!!!!!!!!!!!
350,2,Rick, Whoa! Whoa! Whoa! Whoooooaaaa! Whoa! Whoa! Whoooooaaaa!
351,2,Morty, Whooooa! Whoooooooa! Whoa! Whooooooooaaaaa!
352,2,Morty, AAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHH!!!!!!!!!!
353,2,Rick," Relax, Morty. Look! Mrs. Pancakes has a parachute. Come on!"
354,2,Mrs. Pancakes," Hey, you don't know me!"
355,2,Morty," Oh, no, Rick, look! Goldenfold landed the plane, and he's created a Offscreen mechanical arm to pluck Mrs. Pancakes out of the air while he lets us fall - into a giant vat of lava!"
356,2,Rick," Pretty concise, Morty. Looks like we've merely prolonged the inevitable. That's it, Morty! Prolonging the inevitable! Listen, if we go into Mrs. Pancakes' dream, everything will go 100 times slower, Morty. That'll buy us some time to figure this out!"
357,2,Mrs. Pancakes, You don't know m-
358,2,Rick," All right, let's go."
359,2,Morty," Oh, man, Rick, this is pretty weird."
360,2,Rick," Don't judge, Morty."
361,2,Morty," Okay. All right, well Look, Mrs. Pancakes is right over there. I'll just go ask her to tell goldenfold not to kill us when she wakes up."
362,2,Rick," Whoa, whoa, Morty, the trick to incepting is making people think they came up with the idea. Listen to me. If we're gonna incept Mrs. Pancakes, we have to blend. I'll talk to you after lunch."
363,2,Sexualized S&M Monster," Ooh, hey!"
364,2,Morty," Ooh, oh! Oh, man."
365,2,Sexualized S&M Monster, Come and join us.
366,2,Morty," I'm sorry. No, no."
367,2,Sexualized S&M Monster," Ooh, come here!"
368,2,Morty," No, thanks!"
369,2,Giant Frog Woman," Ooh, wow! - Come over here, baby!"
370,2,Morty," No, I'm okay."
371,2,Morty, Whoa!
372,2,Morty,"
Shocked Summer?!"
373,2,Summer," Hey, there, stranger. What do you think of these things?"
374,2,Morty, Ohh! Oh! Gross! Gross!
375,2,Rick," Whoa, whoa, whoa! What's the matter with you, Morty? Calm down! You're kind of killing the vibe in here."
376,2,Morty," It's Summer! Aw, geez."
377,2,Rick,"Looks like goldenfold has some predilections so shameful he buries them in the dreams of the people in his dreams, including a pervy attraction to your underage sister."
378,2,Summer," Can you blame him? Come on, old man, little boy. Let's make an inter-generational sandwich."
379,2,Rick,"
In Unison With Morty Oh, my God. Put some clothes on for the love of God Summer! Put some - I'm gunna puke! I swear to God I'm gunna puke!"
380,2,Morty,"
In Unison With RickOh, my God! Put some clothes on, for Pete's sake! This is disgusting! I can't take it, Rick!"
381,2,Centaur, Sexual hang-ups in the pleasure chamber are punishable by death! Off with their heads!
382,2,Rick," Time to go another dream deep, Morty!"
383,2,Morty," What the hell? Why would Mr. Goldenfold's dream version of Mrs. Pancakes' dream version of a Centaur be dreaming about a scary place like this, Rick?"
384,2,Rick," Geez, I don't know, Morty. Wha-what do you want from me?"
385,2,Scary Terry," Welcome to your nightmare, bitch! RAAAAAWWWRRR!"
386,2,Rick," Oh, here we go!"
387,2,Morty, Ooooooohhhhh! Holy crap!
388,2,Rick, Looks like some sort of legally safe knock-off of an '80s horror character with miniature swords for fingers instead of knives.
389,2,Scary Terry," I'm scary Terry. You can run, but you can't hide, bitch!"
390,2,Jerry," Whoa! Hey, buddy. What you got going on there?"
391,2,Snuffles, Snuffles fix. Make better.
392,2,Summer, Humans understand snuffles now? That is awesome!
393,2,Snuffles, Snuffles want to be understood. Snuffles need to be understood.
394,2,Jerry," Okay, yeah. I get what Beth was talking about. Fun's over."
395,2,Summer," Whoa, dad, you can't, like, endow a creature with sentience and then rip it away."
396,2,Jerry, Why not?
397,2,Summer, I don't know. It's Indian giving.
398,2,TV," A sophisticated predator, nature's perfect killing machine, the vicious wolf stalks its prey with purpose and skill. It was only with years of selective breeding and genetic altering that this noble beast was transformed into man's subservient little buddy."
399,2,Summer," Aw! Oh, my God! He recognizes the other dogs on TV."
400,2,Little Girl," ""A,"" ""b"" his name is scary Terry ""C,"" ""d"" he's very scary."
401,2,Rick," Holy crap! We have to escape into someone else's dreams, Morty!"
402,2,Morty," Oh, man, oh, man, oh, man!"
403,2,Little Girl," ""E,"" ""f"" he'll design your death"
404,2,Rick, The little girl!
405,2,Morty, Huh?
406,2,Little Girl," ""J,"" ""k,"" he'll really ruin your day."
407,2,Rick," Are you kidding me? This again? Oh, man, it looks like we've hit dream bedrock here, Morty."
408,2,Morty," Oh, geez, Rick. W-w-whoa, this isn't good."
409,2,Scary Terry," Nothing but fear from here on out, bitch!"
410,2,Morty, Ohhhh!
411,2,Rick," Holy crap, Morty. He can travel through dreams. He can travel through dreams! We're so screwed!"
412,2,Snuffles," Where are my testicles, Summer? ... Where are my testicles, Summer? They were removed. Where have they gone?"
413,2,Summer,"
ScaredOh, wow. That's an intense line of questioning, Snuffles."
414,2,Snuffles, Do not call me that!
415,2,Snuffles," ""Snuffles"" was my slave name. You shall now call me Snowball, because my fur is pretty and white."
416,2,Summer," Okay, Snowball, just calm down, okay? You're scaring me."
