Title,Available Globally?,Release Date,Hours Viewed,Language Indicator,Content Type
The Walking Dead: Season 1,No,,"4,46,00,000",English,Show
Grey's Anatomy: Season 3,No,,"4,43,00,000",English,Show
S.W.A.T. (2017): Season 3,No,,"4,42,00,000",English,Show
Las muñecas de la mafia: Season 1,No,2015-07-01,"4,40,00,000",Non-English,Show
Lucifer: Season 4,No,2019-05-08,"4,40,00,000",English,Show
Better Call Saul: Season 5,No,2020-02-24,"4,39,00,000",English,Show
Teen Wolf (2011): Season 3,No,,"4,39,00,000",English,Show
Friends (1994): Season 2,No,,"4,38,00,000",English,Show
In Love All Over Again: Season 1 // Todas las veces que nos enamoramos: Season 1,Yes,2023-02-14,"4,38,00,000",English,Show
PIECES OF HER: Season 1,Yes,2022-03-04,"4,38,00,000",English,Show
F9: The Fast Saga,No,,"4,37,00,000",English,Movie
The 100: Season 1,No,,"4,36,00,000",English,Show
The Blacklist: Season 7,No,,"4,35,00,000",English,Show
Vikings (2013): Season 5,No,,"4,34,00,000",English,Show
Shameless (U.S.): Season 2,No,,"4,33,00,000",English,Show
The Office (U.S.): Season 6,No,,"4,33,00,000",English,Show
El Chema: Season 1,No,,"4,32,00,000",English,Show
Rosario Tijeras (Mexico): Season 2,No,,"4,32,00,000",English,Show
Santiago of the Seas: Season 1,No,,"4,32,00,000",English,Show
Seinfeld: Season 6,Yes,,"4,32,00,000",English,Show
Inside Man: Season 1,Yes,2022-10-31,"4,31,00,000",English,Show
The Last Kingdom: Season 4,No,2020-04-26,"4,29,00,000",English,Show
Through My Window 2: Across the Sea // A través de mi ventana 2: A través del mar,Yes,2023-06-23,"4,29,00,000",Non-English,Movie
CoComelon: Season 6,Yes,2022-09-05,"4,28,00,000",English,Show
Seinfeld: Season 4,Yes,,"4,28,00,000",English,Show
Valeria: Season 3,Yes,2023-06-02,"4,28,00,000",English,Show
Pokémon The Series: Indigo League: Season 1 // ポケットモンスター,No,,"4,27,00,000",Japanese,Show
Purple Hearts,Yes,2022-07-29,"4,27,00,000",English,Movie
The Last Kingdom: Season 3,Yes,2018-11-19,"4,27,00,000",English,Show
Waco: American Apocalypse: Limited Series,Yes,2023-03-22,"4,27,00,000",English,Movie
Gabby's Dollhouse: Season 2,Yes,2021-08-10,"4,26,00,000",English,Show
Too Hot to Handle: Season 4,Yes,2022-12-07,"4,26,00,000",English,Show
Guillermo del Toro’s Pinocchio,Yes,2022-12-09,"4,25,00,000",Non-English,Movie
Unlocked // 스마트폰을 떨어뜨렸을 뿐인데,Yes,2023-02-17,"4,25,00,000",Korean,Movie
The Crown: Season 1,Yes,2016-11-04,"4,24,00,000",English,Show
Arrow: Season 1,No,,"4,23,00,000",English,Show
Blippi's Adventures: Season 1,Yes,,"4,21,00,000",English,Show
The Good Doctor: Season 4,No,,"4,21,00,000",English,Show
Lucifer: Season 6,No,2021-09-10,"4,18,00,000",English,Show
"Pamela, a love story",Yes,2023-01-31,"4,18,00,000",English,Movie
Chor Nikal Ke Bhaga // चोर निकल के भागा,Yes,2023-03-24,"4,17,00,000",Hindi,Movie
Seinfeld: Season 7,Yes,,"4,17,00,000",English,Show
The Garfield Show: Season 1,No,,"4,15,00,000",English,Show
Agency: Season 1 // 대행사: 시즌 1,No,,"4,14,00,000",Korean,Show
White Chicks,No,,"4,14,00,000",English,Movie
Wellmania: Season 1,Yes,2023-03-29,"4,13,00,000",English,Show
Seinfeld: Season 3,Yes,,"4,12,00,000",English,Show
The Creature Cases: Chapter 1,Yes,2022-04-12,"4,12,00,000",English,Movie
Maestro in Blue: Season 1 // Maestro: Season 1,Yes,2022-12-18,"4,11,00,000",English,Show
Turbo (2013),No,,"4,11,00,000",English,Movie
McGREGOR FOREVER: Limited Series,Yes,2023-05-17,"4,10,00,000",English,Movie
Black Money Love: Season 1 // Kara Para Ask: Sezon 1,No,,"4,09,00,000",English,Show
Bloodshot (2020),No,,"4,09,00,000",English,Movie
The Flash (2014): Season 8,No,,"4,09,00,000",English,Show
El Chapo: Season 1,Yes,2017-06-16,"4,06,00,000",English,Show
Shameless (U.S.): Season 3,No,,"4,06,00,000",English,Show
Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc // 鬼滅の刃: 刀鍛冶の里編,No,,"4,05,00,000",Japanese,Movie
Jane The Virgin: Season 2,No,,"4,04,00,000",English,Show
The Snitch Cartel: Origins: Season 1 // El cartel de los sapos: El origen: Temporada 1,No,2021-07-28,"4,04,00,000",English,Show
Guillermo del Toro's Cabinet of Curiosities: Season 1,Yes,2022-10-25,"4,03,00,000",English,Show
Pokémon Journeys: The Series: Season 1,No,,"4,03,00,000",Non-English,Show
Seinfeld: Season 5,Yes,,"4,03,00,000",English,Show
Shrek Forever After,No,,"4,03,00,000",English,Movie
The 100: Season 2,No,,"4,03,00,000",English,Show
Unsolved Mysteries: Volume 3,Yes,2022-10-18,"4,03,00,000",English,Movie
Better Call Saul: Season 3,No,2017-04-11,"4,02,00,000",English,Show
The Last Kingdom: Season 2,Yes,2017-03-20,"4,02,00,000",English,Show
Too Hot to Handle: Germany: Season 1,Yes,2023-02-28,"4,02,00,000",English,Show
Avatar: The Last Airbender: Book 3,No,,"4,01,00,000",English,Movie
Our Planet,Yes,2019-04-05,"4,01,00,000",English,Movie
H2O: Just Add Water: Season 1,No,,"4,00,00,000",English,Show
The King: Eternal Monarch: Season 1 // 더 킹: 영원의 군주: 시즌 1,Yes,2020-04-17,"3,99,00,000",Korean,Show
The Office (U.S.): Season 7,No,,"3,99,00,000",English,Show
Grey's Anatomy: Season 5,No,,"3,98,00,000",English,Show
Emergency: NYC: Season 1,Yes,2023-03-29,"3,97,00,000",English,Show
In the Name of God: A Holy Betrayal: Season 1 // 나는 신이다: 신이 배신한 사람들: 시즌 1,Yes,2023-03-03,"3,97,00,000",Korean,Show
Better Call Saul: Season 2,No,2016-02-15,"3,95,00,000",English,Show
Gabby's Dollhouse: Season 6,Yes,2022-11-01,"3,95,00,000",English,Show
Infiesto,Yes,2023-02-03,"3,95,00,000",English,Movie
Sanctuary: Season 1 // サンクチュアリ -聖域-: シーズン1,No,2023-05-04,"3,94,00,000",Japanese,Show
Suits (2011): Season 8,No,,"3,94,00,000",English,Show
Ganglands: Season 1 // Braqueurs : La série: Saison 1,Yes,2021-09-24,"3,93,00,000",Non-English,Show
The Hunger Games,No,,"3,93,00,000",English,Movie
Trolley: Limited Series // 트롤리: 리미티드 시리즈,Yes,2022-12-19,"3,92,00,000",Korean,Movie
High Heat: Season 1 // Donde hubo fuego: Season 1,Yes,2022-08-17,"3,91,00,000",English,Show
Rosario Tijeras (Mexico): Season 3,No,,"3,89,00,000",English,Show
The Sinner: Season 4: Percy,No,2022-01-26,"3,89,00,000",English,Show
Avatar: The Last Airbender: Book 2,No,,"3,87,00,000",English,Movie
Ozark: Season 4,Yes,2022-01-21,"3,87,00,000",English,Show
Shark Tale,No,,"3,87,00,000",English,Movie
The Hatchet Wielding Hitchhiker,Yes,2023-01-10,"3,87,00,000",English,Movie
6 Underground,Yes,2019-12-13,"3,86,00,000",English,Movie
Better Call Saul: Season 4,No,2018-08-07,"3,86,00,000",English,Show
Narcos: Season 2,Yes,2016-09-02,"3,86,00,000",English,Show
Grey's Anatomy: Season 6,No,,"3,84,00,000",English,Show
Mother's Day // Dzień Matki,Yes,2023-05-24,"3,83,00,000",Non-English,Movie
Orange Is the New Black: Season 2,Yes,2014-06-06,"3,83,00,000",English,Show
Vikings (2013): Season 6,No,,"3,83,00,000",English,Show
El Chapo: Season 2,Yes,2017-12-15,"3,82,00,000",English,Show
Brooklyn Nine-Nine: Season 6,No,,"3,81,00,000",English,Show
Queer Eye: Season 7,Yes,2023-05-12,"3,81,00,000",English,Show
Sleeping Dog: Limited Series // Schlafende Hunde: Miniserie,Yes,2023-06-22,"3,80,00,000",English,Movie
The Big Bang Theory: Season 4,No,,"3,80,00,000",English,Show
The Good Doctor: Season 2,No,,"3,80,00,000",English,Show
Cúmplices de um Resgate: Season 1,No,,"3,78,00,000",Non-English,Show
The Big Bang Theory: Season 6,No,,"3,78,00,000",English,Show
The Flash (2014): Season 3,No,,"3,77,00,000",English,Show
The Good Doctor: Season 3,No,,"3,77,00,000",English,Show
Back to the Outback,Yes,2021-12-10,"3,76,00,000",English,Movie
Booba: Season 4,Yes,,"3,76,00,000",English,Show
The Big Bang Theory: Season 7,No,,"3,76,00,000",English,Show
Vikings (2013): Season 1,No,,"3,76,00,000",English,Show
As Aventuras de Poliana: Season 1,No,,"3,75,00,000",English,Show
The Big Bang Theory: Season 5,No,,"3,74,00,000",English,Show
The Rookie: Season 1,No,,"3,74,00,000",English,Show
Fauda: Season 1 // פאודה: עונה 1,Yes,2016-12-02,"3,73,00,000",Non-English,Show
Mr. Sunshine: Season 1 // 미스터 션샤인: 시즌 1,Yes,2018-07-07,"3,73,00,000",Korean,Show
2 Guns,No,,"3,71,00,000",English,Movie
"Lyle, Lyle, Crocodile",No,,"3,71,00,000",English,Movie
Money Heist: Part 2 // La casa de papel: Parte 2,Yes,2017-11-30,"3,71,00,000",English,Movie
Outlander: Season 2,No,2016-04-10,"3,71,00,000",English,Show
Queens on the Run // Fuga de reinas,No,2023-04-14,"3,71,00,000",English,Movie
Shameless (U.S.): Season 4,No,,"3,71,00,000",English,Show
S.W.A.T. (2017): Season 4,No,,"3,70,00,000",English,Show
Peaky Blinders: Season 6,No,2022-06-10,"3,69,00,000",English,Show
Seinfeld: Season 8,Yes,,"3,69,00,000",English,Show
The Mitchells vs. The Machines,Yes,2021-04-30,"3,69,00,000",English,Movie
PJ Masks: Season 4,No,,"3,67,00,000",English,Show
All For Love: Season 1 // Amar y vivir: Temporada 1,No,2020-06-26,"3,66,00,000",English,Show
Glamorous: Season 1,Yes,2023-06-22,"3,66,00,000",English,Show
Meekah: Season 1,Yes,,"3,66,00,000",English,Show
Peaky Blinders: Season 3,No,2016-05-31,"3,66,00,000",English,Show
Troll,Yes,2022-12-01,"3,66,00,000",English,Movie
Rebelde Way (2002): Temporada 1,No,,"3,65,00,000",English,Movie
The Big Bang Theory: Season 8,No,,"3,64,00,000",English,Show
Thicker Than Water: Season 1 // Jusqu'ici tout va bien: Saison 1,Yes,2023-04-07,"3,63,00,000",English,Show
Chris Rock: Selective Outrage,Yes,2023-03-04,"3,62,00,000",English,Movie
Daughter From Another Mother: Season 3 // Madre solo hay dos: Temporada 3,Yes,2022-12-25,"3,62,00,000",English,Show
Grown Ups (2010),No,,"3,62,00,000",English,Movie
Let Him Go,No,,"3,62,00,000",English,Movie
Outlander: Season 6,No,2022-03-07,"3,62,00,000",English,Show
Against the Ropes: Season 1 // Contra las cuerdas: Temporada 1,No,2023-01-25,"3,61,00,000",English,Show
Ozark: Season 1,Yes,2017-07-21,"3,61,00,000",English,Show
A Quiet Place Part II,No,,"3,60,00,000",English,Movie
My Little Pony: Friendship Is Magic: Season 1,Yes,,"3,60,00,000",English,Show
Power Rangers Dino Fury: Season 1,No,2021-06-14,"3,60,00,000",English,Show
Hotel Transylvania (2012),No,,"3,59,00,000",English,Movie
The Office (U.S.): Season 4,No,,"3,59,00,000",English,Show
Ancient Apocalypse: Season 1,Yes,2022-11-11,"3,58,00,000",English,Show
Missing (2023),No,,"3,58,00,000",English,Movie
Virgin River: Season 1,Yes,2019-12-06,"3,58,00,000",English,Show
Queen Cleopatra: Limited Series,Yes,2023-05-10,"3,57,00,000",English,Movie
Shameless (U.S.): Season 5,No,,"3,56,00,000",English,Show
Record of Ragnarok: Season 1 // 終末のワルキューレ: シーズン1,No,2021-06-17,"3,55,00,000",Japanese,Show
The Boss Baby: Back in the Crib: Season 1,Yes,2022-05-19,"3,55,00,000",English,Show
Wish Dragon,Yes,2021-06-11,"3,54,00,000",English,Movie
Unstable: Season 1,Yes,2023-03-30,"3,53,00,000",English,Show
Bling Empire: New York: Season 1,Yes,2023-01-20,"3,52,00,000",English,Show
Grey's Anatomy: Season 8,No,,"3,52,00,000",English,Show
King the Land: Limited Series // 킹더랜드: 리미티드 시리즈,No,2023-06-17,"3,52,00,000",Korean,Movie
The Big Bang Theory: Season 11,No,,"3,52,00,000",English,Show
Hospital Playlist: Season 1 // 슬기로운 의사생활: 시즌 1,Yes,2020-03-12,"3,50,00,000",Korean,Show
Keep Breathing: Limited Series,Yes,2022-07-28,"3,50,00,000",English,Movie
The Big Bang Theory: Season 10,No,,"3,50,00,000",English,Show
Bad Boys for Life,No,,"3,49,00,000",English,Movie
Inventing Anna: Limited Series,Yes,2022-02-11,"3,48,00,000",English,Movie
The Big Bang Theory: Season 2,No,,"3,48,00,000",English,Show
El Cartel: Season 1,No,,"3,46,00,000",English,Show
That Girl Lay Lay: Season 2,No,2023-02-23,"3,46,00,000",English,Show
The Big Bang Theory: Season 3,No,,"3,46,00,000",English,Show
The Big Bang Theory: Season 9,No,,"3,46,00,000",English,Show
Unlock My Boss // 사장님을 잠금해제,No,,"3,45,00,000",Korean,Movie
Bullet Train,No,,"3,44,00,000",English,Movie
How to Get Away With Murder: Season 1,No,,"3,43,00,000",English,Show
Pressure Cooker: Season 1,Yes,2023-01-06,"3,43,00,000",English,Show
CoComelon: Season 8,Yes,2023-04-10,"3,42,00,000",English,Show
Shameless (U.S.): Season 6,No,,"3,41,00,000",English,Show
Vikings (2013): Season 2,No,,"3,41,00,000",English,Show
Cobra Kai: Season 1,Yes,2020-08-28,"3,40,00,000",English,Show
Grey's Anatomy: Season 7,No,,"3,40,00,000",English,Show
Jurassic World,No,,"3,40,00,000",English,Movie
Riverdale: Season 2,No,2017-10-12,"3,40,00,000",English,Show
How to Get Rich: Season 1,Yes,2023-04-18,"3,39,00,000",English,Show
Prisoners (2013),No,,"3,39,00,000",English,Movie
Forecasting Love and Weather: Season 1 // 기상청 사람들: 사내연애 잔혹사 편: 시즌 1,Yes,2022-02-12,"3,38,00,000",Korean,Show
Gabby's Dollhouse: Season 4,Yes,2022-02-01,"3,38,00,000",English,Show
Grey's Anatomy: Season 9,No,,"3,38,00,000",English,Show
Half Bad: The Bastard Son & The Devil Himself: Season 1,Yes,2022-10-28,"3,38,00,000",English,Show
Money Heist: Part 3 // La casa de papel: Parte 3,Yes,2019-07-19,"3,37,00,000",English,Movie
Seinfeld: Season 9,Yes,,"3,37,00,000",English,Show
The 100: Season 3,No,,"3,37,00,000",English,Show
Teen Titans Go!: Season 2,No,,"3,35,00,000",English,Show
White Noise,Yes,2022-12-30,"3,35,00,000",English,Movie
Barbecue Showdown: Season 2,Yes,2023-05-26,"3,34,00,000",English,Show
La piloto: Season 1,No,,"3,34,00,000",English,Show
The Witcher: Season 3,Yes,2023-06-29,"3,34,00,000",English,Show
The Crown: Season 2,Yes,2017-12-08,"3,33,00,000",English,Show
Outlander: Season 5,No,2020-02-15,"3,32,00,000",English,Show
Peaky Blinders: Season 4,No,2017-12-20,"3,32,00,000",English,Show
Shameless (U.S.): Season 9,No,,"3,31,00,000",English,Show
The Crown: Season 4,Yes,2020-11-15,"3,31,00,000",English,Show
S.W.A.T. (2017): Season 5,No,,"3,30,00,000",English,Show
Shooter: Season 3,No,2018-06-22,"3,30,00,000",English,Show
Through My Window // A través de mi ventana,Yes,2022-02-04,"3,30,00,000",Non-English,Movie
Gabby's Dollhouse: Season 3,Yes,2021-10-19,"3,29,00,000",English,Show
"Nevertheless,: Season 1 // 알고있지만,: 시즌 1",Yes,2021-06-19,"3,28,00,000",Korean,Show
The Big Bang Theory: Season 12,No,,"3,28,00,000",English,Show
Good Girls: Season 1,Yes,2018-07-03,"3,27,00,000",English,Show
The Bad Guys (2022),No,,"3,27,00,000",English,Movie
Orange Is the New Black: Season 3,Yes,2015-06-11,"3,26,00,000",English,Show
Outlander: Season 3,No,2017-09-10,"3,25,00,000",English,Show
Devil in Ohio: Limited Series,Yes,2022-09-02,"3,24,00,000",English,Movie
Jane The Virgin: Season 3,No,,"3,24,00,000",English,Show
Our Planet II,Yes,2023-06-14,"3,24,00,000",English,Movie
The Flash (2014): Season 4,No,,"3,24,00,000",English,Show
Grey's Anatomy: Season 10,No,,"3,23,00,000",English,Show
My Name: Season 1 // 마이 네임: 시즌 1,Yes,2021-10-15,"3,23,00,000",Korean,Show
Shameless (U.S.): Season 7,No,,"3,23,00,000",English,Show
Shooter (2007),No,,"3,23,00,000",English,Movie
Friends (1994): Season 10,No,,"3,22,00,000",English,Show
Cobra Kai: Season 4,Yes,2021-12-31,"3,21,00,000",English,Show
High Water: Season 1 // Wielka Woda: Sezon 1,Yes,2022-10-05,"3,21,00,000",English,Show
Hospital Playlist: Season 2 // 슬기로운 의사생활: 시즌 2,Yes,2021-06-17,"3,21,00,000",Korean,Show
Me Time,Yes,2022-08-26,"3,21,00,000",English,Movie
My Name Is Vendetta // Il Mio Nome è Vendetta,Yes,2022-11-30,"3,21,00,000",Non-English,Movie
The Fabulous: Season 1 // 더 패뷸러스: 시즌 1,Yes,2022-12-23,"3,20,00,000",Korean,Show
Oddballs: Season 1,Yes,2022-10-07,"3,19,00,000",English,Show
Pitch Perfect,No,,"3,19,00,000",English,Movie
The Seven Deadly Sins // 七つの大罪,No,2015-08-31,"3,19,00,000",Japanese,Movie
Unauthorized Living: Season 1 // Vivir sin permiso: Temporada 1,Yes,2019-02-08,"3,18,00,000",English,Show
13 Reasons Why: Season 1,Yes,2017-03-31,"3,17,00,000",English,Show
Over the Hedge,No,,"3,17,00,000",English,Movie
Our Beloved Summer: Season 1 // 그 해 우리는: 시즌 1,Yes,2021-12-06,"3,16,00,000",Korean,Show
Good Girls: Season 4,Yes,2021-08-31,"3,15,00,000",English,Show
Turn of the Tide: Season 1 // Rabo de Peixe: Temporada 1,Yes,2023-05-26,"3,15,00,000",English,Show
The SpongeBob Movie: Sponge on the Run,No,2020-11-05,"3,14,00,000",English,Movie
Good Girls: Season 2,Yes,2019-05-31,"3,13,00,000",English,Show
Pokémon Ultimate Journeys: The Series: Part 1,No,2022-10-21,"3,13,00,000",Non-English,Movie
Mission Majnu // मिशन मजनू,Yes,2023-01-20,"3,12,00,000",Hindi,Movie
Peaky Blinders: Season 5,No,2019-10-04,"3,12,00,000",English,Show
Bad Boys II,No,,"3,11,00,000",English,Movie
Betty en NY: Season 1,No,,"3,11,00,000",English,Show
El Chapo: Season 3,Yes,2018-07-27,"3,11,00,000",English,Show
Rise of Empires: Ottoman: Mehmed vs. Vlad,Yes,2022-12-29,"3,11,00,000",English,Movie
The Sea Beyond: Season 1 // Mare Fuori: Stagione 1,No,,"3,10,00,000",English,Show
The Sea Beyond: Season 2 // Mare Fuori: Stagione 2,No,,"3,10,00,000",English,Show
Where the Crawdads Sing,No,,"3,10,00,000",English,Movie
Anne with an E: Season 1,Yes,2017-05-12,"3,09,00,000",English,Show
Dead to Me: Season 3,Yes,2022-11-17,"3,09,00,000",English,Show
My Lover My Killer: Season 2,No,,"3,08,00,000",English,Show
Still Time // Era ora,Yes,2023-03-16,"3,08,00,000",English,Movie
Hunter X Hunter (2011): Season 5 // HUNTER×HUNTER: シーズン5,No,,"3,07,00,000",Japanese,Show
Awaken: Season 1 // 낮과 밤: 시즌 1,Yes,,"3,06,00,000",Korean,Show
Enola Holmes 2,Yes,2022-11-04,"3,06,00,000",English,Movie
Indian Matchmaking: Season 3,Yes,2023-04-21,"3,06,00,000",English,Show
The Umbrella Academy: Season 1,Yes,2019-02-15,"3,06,00,000",English,Show
Break Point: Season 1,Yes,2023-01-13,"3,05,00,000",English,Show
Minions & More Volume 2,Yes,,"3,05,00,000",English,Movie
Money Heist: Part 4 // La casa de papel: Parte 4,Yes,2020-04-03,"3,04,00,000",English,Movie
Outlander: Season 4,No,2018-11-05,"3,04,00,000",English,Show
Shameless (U.S.): Season 8,No,,"3,04,00,000",English,Show
Downton Abbey: Series 2,No,,"3,03,00,000",English,Movie
Love at First Kiss // Eres tú,Yes,2023-03-03,"3,03,00,000",Non-English,Movie
Pedro el escamoso: Season 1,No,,"3,03,00,000",English,Show
Start-Up: Season 1 // 스타트업: 시즌 1,Yes,2020-10-17,"3,03,00,000",Korean,Show
Tonight You're Sleeping with Me // Dzisiaj śpisz ze mną,Yes,2023-03-01,"3,03,00,000",Non-English,Movie
Grey's Anatomy: Season 11,No,,"3,02,00,000",English,Show
Narcos: Mexico: Season 1,Yes,2018-11-16,"3,02,00,000",English,Show
Señora Acero: Season 1,No,,"3,02,00,000",Non-English,Show
Alba: Season 1,No,2022-07-15,"3,01,00,000",English,Show
DC Super Hero Girls (2019): Season 1,No,,"3,01,00,000",English,Show
In His Shadow // Le Roi des ombres,Yes,2023-03-17,"3,01,00,000",English,Movie
Love Is Blind: Brazil: Season 3 // Casamento às Cegas: Brasil: Temporada 3,Yes,2023-06-07,"3,01,00,000",Non-English,Show
Penguins of Madagascar: The Movie,No,,"3,01,00,000",English,Movie
Sniper: Ghost Shooter,No,,"3,01,00,000",English,Movie
Spenser Confidential,Yes,2020-03-06,"3,01,00,000",English,Movie
The Adam Project,Yes,2022-03-11,"3,01,00,000",English,Movie
The Last Dance: Limited Series,No,2020-04-20,"3,01,00,000",English,Movie
Elite: Season 6 // Élite: Temporada 6,Yes,2022-11-18,"3,00,00,000",Non-English,Show
I See You,No,2020-07-09,"3,00,00,000",English,Movie
The Good Nurse,Yes,2022-10-26,"3,00,00,000",English,Movie
All American: Homecoming: Season 2,No,,"2,99,00,000",English,Show
Brooklyn Nine-Nine: Season 8,No,,"2,99,00,000",English,Show
Godless: Limited Series,Yes,2017-11-22,"2,99,00,000",English,Movie
Riverdale: Season 6,No,2021-11-17,"2,99,00,000",English,Show
Flower of Evil: Season 1 // 악의 꽃: 시즌 1,Yes,,"2,98,00,000",Korean,Show
Invisible City: Season 2 // Cidade Invisível: Temporada 2,Yes,2023-03-22,"2,98,00,000",Non-English,Show
The Rookie: Season 2,No,,"2,98,00,000",English,Show
Anne with an E: Season 2,Yes,2018-07-06,"2,97,00,000",English,Show
Is It Cake?: Season 1,Yes,2022-03-18,"2,97,00,000",English,Show
Mrs. Chatterjee vs Norway // मिसेज़ चैटर्जी vs नॉर्वे,No,,"2,96,00,000",Hindi,Movie
