Age,Salary,Contribution Rate,Years to Retirement,Fund Balance,Risk Tolerance,Expected Return,Investment Strategy
59,111500.68576660733,0.17177999301351016,7,155490.11368626225,Low,0.03561919050401088,Conservative
57,117329.65715583444,0.12974937092967193,4,52089.20316311111,Low,0.05185169873823303,Aggressive
45,70844.63936481834,0.10289248995892063,35,164837.8087591077,Medium,0.025565200470952076,Aggressive
56,51198.56601101255,0.086412630699234,37,239629.36214383694,Medium,0.09776593833974691,Conservative
47,129655.38825238653,0.06278746126731095,29,121342.5414431331,High,0.025298672693518282,Conservative
57,159923.46458410402,0.13019190114446472,36,885505.0794896978,Medium,0.03615126828000627,Aggressive
27,198836.1976103273,0.1832482889972853,28,1408042.4766099511,Low,0.0542425309148703,Aggressive
42,158911.44492578815,0.12721167409335343,21,222942.81681281954,Medium,0.09467246637401903,Conservative
49,164917.51042344875,0.16086542861988387,13,422543.0093676497,Medium,0.0342989730569738,Balanced
55,134798.34929889557,0.09476524073263634,9,172318.05328164555,Medium,0.05198227927426573,Conservative
27,197606.85202490303,0.11721962898121517,10,263979.9649737602,High,0.09914536465626314,Balanced
64,138792.58546947697,0.09869048051688972,34,425979.92240082746,Medium,0.06816381009359086,Aggressive
48,176243.05868794973,0.06638991670323462,22,353793.78518709546,High,0.06916666189293463,Aggressive
56,190783.38986096246,0.11254829049252575,7,158449.898745813,Medium,0.0979303493965413,Aggressive
46,188075.94508509536,0.16464308477558248,20,773788.8061739428,High,0.06048785524154726,Aggressive
47,94840.60844317061,0.10924624993167759,36,405736.4614942258,Low,0.02020485956274454,Aggressive
26,43372.54991342397,0.1475268833327401,27,92996.60206634538,Low,0.02247837147744461,Conservative
51,59218.52943167197,0.16379232260762905,30,207515.3603724899,Low,0.07451185067930421,Aggressive
26,40067.96191742327,0.0984104340824484,27,61617.39785035684,High,0.0369208982784516,Aggressive
50,47917.47892095381,0.16962718394082155,26,128211.79942629198,Low,0.05827845886208517,Aggressive
41,61390.7118019286,0.10083885754545646,39,124435.48243497963,High,0.06410978050031788,Aggressive
64,87986.0338198583,0.08841605906906841,20,143321.81813857338,High,0.07338800902142603,Balanced
57,122401.73991776288,0.08336692516397975,8,55401.083637094765,High,0.02669973218796481,Aggressive
33,150985.9500903646,0.0799856218587259,28,458425.7187029671,Low,0.08080349458613757,Balanced
63,65857.64713810703,0.16056861092200952,14,185062.29835221433,High,0.09361344119719023,Balanced
53,144328.80872048368,0.18312638915853768,32,907664.3785909703,Medium,0.04045964293294388,Aggressive
50,149724.04266541134,0.08459727112779339,36,450978.7355068743,Low,0.050435686076699446,Balanced
59,124965.7972672522,0.0627860446694231,35,207571.94799461227,Medium,0.0795054524461549,Aggressive
49,183615.03786578082,0.09706504644326577,27,469156.64722025546,Low,0.03987525301417565,Balanced
48,48869.118366707815,0.14867708583820383,9,74626.65191721772,High,0.0633795651124987,Conservative
37,60110.64779241131,0.10527801383390584,22,178516.070976495,High,0.07279574690755237,Aggressive
31,102873.02014621242,0.13237648088168283,27,213875.8556821318,High,0.09034191687336701,Aggressive
60,51541.16498982061,0.1616457448512793,33,332251.0883618835,Low,0.047629259310877255,Balanced
44,126270.34443309487,0.1112717796732573,4,69843.03932047043,Low,0.05941185848837745,Conservative
25,97728.07932360216,0.19995422470567925,17,351789.95058663737,High,0.03476795253990741,Aggressive
32,78381.28507110613,0.09469238903532538,5,26508.782296300993,Low,0.04460883821003166,Balanced
40,58898.26821299834,0.1967372527808926,22,264913.7533281271,Medium,0.027594911416698658,Balanced
38,87007.50051919575,0.0804544497849671,27,189515.02862881293,High,0.0358110196018709,Aggressive
36,133353.08964149814,0.06663976148964347,12,104049.15588985107,Medium,0.04769690618875955,Balanced
47,127883.48585119998,0.16262459376415522,24,479482.27824474114,Medium,0.05394174581369364,Aggressive
39,57816.08003573975,0.15534644849767973,6,32916.86213489568,Low,0.07655020069926721,Conservative
52,51236.367825907684,0.17167540208636967,1,6006.7387189750625,Medium,0.056675913701118366,Conservative
58,34535.04964350833,0.10153856325999575,15,31419.422853031472,High,0.02392393138079533,Conservative
26,32112.350944968486,0.18962114807794755,1,4521.081772508074,Medium,0.08045963029067173,Conservative
56,179567.77407234648,0.06792221425596183,35,325914.8233752342,Low,0.06262374637925999,Balanced
47,37665.10552091629,0.05454156519966893,1,1530.6196306611903,Low,0.09515267673296554,Balanced
46,154307.58867845187,0.09508458276679574,37,385944.9705390951,High,0.07081920515991846,Balanced
49,178237.4663616427,0.1695986695100376,9,336108.3464400486,High,0.06271454432023997,Aggressive
46,46669.83425561779,0.15094734609104724,13,120755.45756540696,High,0.043554308948830625,Conservative
46,104171.242051613,0.11543131463339348,26,258587.5982046306,High,0.03891683149197573,Aggressive
30,193591.50713962704,0.08843804212915032,14,192982.9173499234,High,0.03840270248984246,Conservative
39,171803.57228900946,0.05889091801519658,20,271969.5181121497,Medium,0.052569826093599004,Aggressive
61,113249.68541583535,0.10062583676712089,11,140888.68039700485,Medium,0.03370971334463212,Balanced
57,159637.089174564,0.11900296516321246,32,482341.617360174,Low,0.08753678441866075,Balanced
32,171674.19615338286,0.1530535757106808,39,1243635.4023801305,Medium,0.08441579197050134,Balanced
29,89164.58374208228,0.14689579324196467,21,232310.27559903555,High,0.07830781150653641,Aggressive
63,181665.99586789336,0.1921017354397817,37,1403003.0542677264,High,0.02390006150808545,Balanced
28,109980.46434511665,0.06505938785792917,17,181563.18047769158,Low,0.02575246964052246,Balanced
30,119727.2518050011,0.10045101843187046,1,9640.554613567214,High,0.07091402257810903,Conservative
56,199950.29842971129,0.12223671229053476,28,978988.3062130532,Low,0.07991746217849129,Aggressive
54,173361.50424586743,0.1506043690780984,6,128558.48315657963,Medium,0.022137275269237915,Aggressive
59,91500.9009814066,0.12431775371621097,30,355003.65742994624,Medium,0.043240017579877436,Balanced
64,31758.75140035899,0.18691373479201084,17,96876.28050841029,Medium,0.030902655129120105,Aggressive
40,136449.5925449621,0.14130085183997204,8,197919.08518665493,Low,0.038502318739800825,Balanced
37,149665.28244177834,0.05594981145368229,7,32889.1276910872,High,0.06147016025645574,Aggressive
54,140636.45732437453,0.06704839535992015,32,340100.54557853163,Low,0.028739576179023583,Conservative
43,194536.59969774622,0.1630243342220838,4,159924.17264859713,Medium,0.03838673049276304,Aggressive
41,176705.07464646452,0.15736815445194416,13,351431.1115798492,Low,0.06519267158878699,Balanced
43,106301.38784071025,0.07302455027385578,12,56383.81284331717,High,0.06064872592870588,Aggressive
52,40685.77287030476,0.05883629915984991,10,17829.144678101235,Low,0.08860728120951863,Aggressive
50,110929.99081533946,0.13680767831598029,19,340153.1196895256,Medium,0.03204637786471316,Conservative
61,147171.48339354392,0.14536082480401002,22,656756.0479092381,High,0.049590778855125396,Aggressive
50,133310.66739859077,0.07029494562692525,26,224547.83492772508,Medium,0.09394877654168973,Conservative
47,121483.30151085043,0.1210428981561223,14,218302.43672239603,High,0.08366386040056203,Conservative
33,109699.22286259102,0.09587472936776195,29,222160.43409635627,High,0.06778858650207951,Conservative
36,79939.51841465567,0.1896958468455332,15,207494.70373744646,Medium,0.08151940241937887,Balanced
25,77148.94949318697,0.0828799705084107,39,208670.27745253444,Medium,0.055870462504411814,Conservative
25,115039.35141738632,0.15998910888549495,17,361547.4620529518,Medium,0.09285497413504533,Aggressive
58,57302.53489304033,0.12772008700165066,22,239052.95840844177,Low,0.0679725151314691,Aggressive
56,87916.52200771627,0.05172815180390651,35,209040.57480409413,Medium,0.07565086095841993,Conservative
49,85076.47670071693,0.12754978748189266,37,277907.54260294785,High,0.07215888649474955,Conservative
64,129812.57626931416,0.06492082248792523,7,63575.25028666322,Low,0.07382116263996256,Conservative
25,41335.99106171418,0.14885932937379676,38,132440.3246124151,Low,0.07128504327066001,Balanced
40,171043.67564506616,0.13482852955723584,28,482301.1690075755,Low,0.02590115161746036,Conservative
63,125604.32466534837,0.05156408410002119,11,47891.06711186243,Low,0.0683079335656373,Conservative
29,144040.535731909,0.0807039244374472,17,165119.5237876498,Low,0.08267195410814325,Conservative
46,149525.96363910357,0.16643375793080342,18,528050.9253171743,Low,0.020031667710436896,Conservative
53,79552.30326323121,0.09136589214530319,35,254238.51475612292,Medium,0.09133406224369309,Conservative
27,109963.1664554273,0.12489251017445799,32,629726.9778139316,High,0.09617869730186986,Aggressive
36,192561.81249784344,0.09679979216137757,4,53142.392212622144,Medium,0.030255225815497316,Aggressive
50,160339.89045945852,0.18822902845963102,38,991130.0373172873,High,0.06280417632717933,Aggressive
40,194824.6687879415,0.13048655266751513,27,569605.8162572349,Low,0.02884771918880979,Balanced
61,156863.238674869,0.15442602722840315,25,445695.2806014556,Medium,0.04264062857788749,Balanced
46,59852.02375044796,0.06252141570456621,20,111749.89354876301,Medium,0.06971940386499906,Aggressive
53,40971.10025359496,0.056050398129912825,22,44824.25159776694,Medium,0.04422820732409975,Conservative
38,128202.44424234281,0.08888422926006964,20,328297.05127907323,High,0.04924401223256779,Conservative
52,90828.25754944363,0.09637014383804812,10,77944.32076942832,Low,0.07969079098155539,Balanced
29,76827.84472348893,0.1531520811769853,38,314814.2345256815,Low,0.06599865265168693,Balanced
54,167225.86939232098,0.1353695754068662,15,210257.34501488277,Low,0.06144358251897794,Conservative
29,92388.85540393105,0.1061869410402478,32,425559.6502972172,High,0.045933880665297314,Balanced
36,83890.16485483167,0.14811762262670164,26,171902.60645358797,Medium,0.07633208232271275,Conservative
40,174497.89083873178,0.07453486210044308,0,0.0,High,0.05391732945216081,Aggressive
50,173868.84720269823,0.05952345422220589,15,142539.1915839467,Low,0.09190510201600469,Balanced
50,90582.32841835963,0.1781757638477301,4,48249.21923490034,High,0.06812789723498958,Aggressive
45,171524.77916761427,0.13459191924033165,17,438552.27973993606,High,0.06306500804626462,Balanced
63,174632.3433565523,0.14736429104561322,33,537495.5725986464,High,0.08425075940446293,Aggressive
60,102068.19095504326,0.09608633761243612,24,134669.68423625868,Low,0.05883529432697858,Aggressive
57,41300.43213555917,0.10579324366065497,33,191449.25808910606,Medium,0.04234306639983643,Balanced
54,30269.389559277817,0.062355117072946366,14,24433.795163358533,Low,0.0324077608293934,Balanced
61,118959.71869112915,0.17854822817026605,3,64883.34656082392,High,0.06494547717960632,Aggressive
47,88492.83387296047,0.13886591751184024,3,24947.018022434233,Medium,0.05398852807011614,Aggressive
34,199512.42200692222,0.0625441494769911,24,168135.35176548042,Medium,0.051790080305766206,Conservative
29,161309.8699366383,0.17067943995875012,12,286702.24742498004,Low,0.04795257518127615,Aggressive
60,159416.82757957012,0.11661730542754618,24,448920.5851294859,Low,0.07372897727100641,Balanced
58,192391.27060884843,0.164765202525502,2,80226.749163831,Medium,0.0615197149510069,Conservative
55,180913.14764186455,0.0518929793133722,34,319531.9501862887,High,0.06297909259061987,Conservative
34,84091.87150758608,0.0543109545458184,8,46858.80306644173,Low,0.04464998410079447,Aggressive
43,58217.82767265898,0.0756174438173217,13,35221.02293266528,Medium,0.06909207826979395,Conservative
56,156801.68506113198,0.08163748342110198,21,151603.79238621632,Medium,0.052281285958418286,Balanced
25,94306.56192608841,0.16459332954652067,8,81815.93679294678,High,0.08155839518156471,Balanced
29,110439.3507772626,0.15600412460248975,23,504056.260960116,Medium,0.06236244437807542,Aggressive
28,137167.61431672057,0.14241321786947425,22,541207.9837591264,Low,0.04315620006279565,Conservative
40,184338.35507899092,0.18272883447250082,36,777736.4403371614,Medium,0.03181837334534561,Aggressive
48,101244.9181240642,0.08707231754845496,14,65533.99111509944,High,0.07599487990081213,Aggressive
40,163163.87133729144,0.18566073558566726,35,1256706.2588962787,High,0.049688456105630635,Aggressive
26,75617.76451669176,0.1864206603897774,13,248365.24886557227,High,0.025240894761122956,Conservative
52,148655.20445701433,0.1151389640280296,19,407840.9876632835,Low,0.09319349616601168,Balanced
56,30268.50158324502,0.06415793006302534,38,51862.80303239208,Low,0.050931618480046535,Balanced
51,178156.2262934079,0.15898398622842877,35,1074381.975165615,Low,0.079675460732332,Conservative
44,35164.528592258626,0.10053930089706188,26,115578.11969883063,Medium,0.056713215040578274,Aggressive
48,151168.1383096393,0.16923942761550964,16,309389.2192032005,High,0.09127408713417702,Balanced
36,37863.89217441826,0.07455354258557048,25,72528.49989370765,High,0.02232577976050785,Aggressive
59,75261.76889698059,0.13092726703615482,3,24076.63306805653,High,0.040752545683224006,Balanced
57,114524.40860461403,0.12621105954773165,2,20975.29253168808,Low,0.06366207675949101,Aggressive
57,101389.57650920049,0.06504717358544203,18,174457.7366347799,High,0.04585832992584453,Aggressive
61,62612.1394821718,0.10449992385089878,39,360456.4330647555,Medium,0.07941508429236566,Aggressive
36,86748.53499057036,0.06271329701700921,38,195498.7338813343,Medium,0.07507345160679582,Balanced
27,153710.0829103644,0.11971104642683712,6,70303.33488207088,Low,0.022041944206373804,Aggressive
25,143773.70573854021,0.17643568379206898,35,1090183.2836665886,Low,0.06804104002628276,Balanced
57,42208.47923986567,0.09053071449561975,18,51977.840210803784,Low,0.08687091132084176,Balanced
64,157043.69034739066,0.16472929807811565,11,190237.8829441919,High,0.04524976061386572,Balanced
34,39017.79980349482,0.07751411234186846,19,50656.33529991433,High,0.031148715657391995,Balanced
53,122297.48614696335,0.15106023912359773,37,703952.4339455802,High,0.07906376693467057,Conservative
37,74210.66716717242,0.18733060998956746,11,91361.30711831624,Medium,0.09203419691304547,Balanced
36,129907.32168516921,0.09858921223486547,28,384337.8176028711,Medium,0.07255233775189567,Aggressive
55,74425.82730995331,0.18506174571329276,29,205844.48421897893,High,0.08768349234011498,Balanced
26,197442.85483639129,0.12581313897895918,19,656930.4639099399,Medium,0.09989320033888997,Aggressive
59,82653.79123368041,0.09752076997484863,3,34355.50047735809,Medium,0.05995088699353007,Conservative
47,71133.30806466432,0.18447623526672974,1,16180.85392811884,Low,0.09482309670234708,Balanced
41,77339.09945560881,0.05480559001545923,29,118808.09317460474,High,0.04754897488652313,Conservative
50,182400.38573408022,0.05420282769092157,22,164194.1413033054,Medium,0.07965187572454728,Balanced
32,138157.20087378862,0.13997444063094994,5,120296.16470736795,Medium,0.09211729138711464,Balanced
53,154216.296561532,0.16951260759953518,17,636301.1452706283,High,0.061670021086967064,Conservative
50,186061.78671603958,0.16273194611571595,21,418723.4733692383,High,0.07011738642936181,Aggressive
34,185018.32242365126,0.061920425502740836,36,398334.810081523,Low,0.09763950700276097,Aggressive
