race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
3	59	1	1	1	1	IE	1	4	4	2	4	2	3	2	4	2	1	4	2	5	2	2	1	1	3	1	1	4	1	4	1	5	1	4	4	3	3	1	2	1	3	2	3	3	4	4	5	3	5	1	5	1	3	5	4	5
3	30	1	2	1	2	US	4	2	5	2	4	1	4	1	4	2	2	3	2	5	2	2	1	2	1	1	2	5	1	4	1	3	1	4	3	4	4	2	5	1	4	1	3	1	3	4	5	1	5	1	5	1	5	5	4	5
3	37	1	2	1	1	US	5	1	5	1	5	1	3	4	5	1	1	1	3	4	5	5	5	4	5	1	3	3	3	2	5	1	5	2	2	5	1	4	1	4	2	5	2	1	3	5	4	4	1	4	5	5	5	4	5	5
11	27	2	2	1	1	NZ	2	4	3	4	3	4	2	3	2	3	5	3	5	2	2	3	4	4	4	5	2	4	2	4	2	4	2	5	4	4	3	4	3	4	3	2	3	2	3	4	4	2	4	2	3	1	3	3	4	4
6	41	1	2	2	2	US	2	3	3	4	2	3	2	5	1	5	4	2	4	3	2	4	4	4	4	2	1	4	2	4	2	4	3	4	4	3	5	1	5	1	3	1	5	1	5	5	3	3	3	4	4	3	4	3	4	3
3	18	1	1	1	1	GB	4	2	5	2	3	3	4	2	5	4	3	4	3	2	5	1	3	1	4	2	4	3	5	2	4	2	3	3	3	5	3	4	4	3	2	4	2	3	2	3	3	2	5	2	3	1	4	4	4	5
3	21	1	2	1	1	US	3	2	3	2	4	2	4	2	4	3	5	2	5	2	3	4	4	4	4	2	2	4	3	5	2	4	2	4	4	4	2	4	4	5	2	4	3	3	2	3	3	2	4	2	4	2	3	4	4	4
6	15	1	2	1	1	US	5	3	5	4	3	2	3	5	1	1	3	5	5	2	3	1	3	2	3	1	1	3	1	5	1	5	2	5	5	5	4	4	5	2	3	1	5	3	5	5	4	1	4	2	4	1	5	4	3	4
3	18	2	2	1	1	BR	2	1	1	4	4	1	1	3	4	5	5	1	4	4	4	4	5	5	5	4	3	2	3	3	3	3	3	2	4	3	3	5	4	3	3	3	3	2	3	4	5	1	5	2	5	2	4	5	5	5
3	20	1	1	2	1	GB	4	1	5	2	5	1	4	3	3	2	1	4	4	3	4	1	2	1	2	2	2	5	3	5	3	3	1	4	4	4	3	2	4	4	3	2	3	2	2	3	4	2	4	2	5	1	4	4	5	4
13	35	1	1	1	1	US	5	1	5	1	5	1	5	4	4	1	1	5	5	5	3	1	1	1	2	1	1	5	1	5	1	4	1	5	5	5	4	3	4	2	3	1	5	1	5	5	4	2	5	1	5	1	5	4	5	5
3	24	1	2	1	1	GB	2	2	2	4	3	2	3	4	1	3	4	2	4	2	2	3	3	3	4	4	2	3	3	3	3	3	3	2	3	2	1	4	3	4	1	4	2	4	1	3	4	2	4	3	3	1	3	3	4	3
3	33	1	2	1	1	US	5	1	4	1	5	2	5	4	4	2	5	2	4	3	4	4	5	4	4	4	1	5	1	5	1	4	1	4	4	2	1	3	3	3	4	2	5	1	4	2	5	1	3	1	4	2	4	4	5	4
1	20	2	2	1	1	PH	3	5	2	5	2	1	1	5	2	5	3	3	4	3	2	2	3	2	3	3	2	3	3	3	2	3	2	4	2	2	3	3	4	2	2	2	4	2	4	3	3	1	4	2	3	2	3	2	4	3
3	59	1	2	1	1	US	1	2	4	4	4	2	3	5	3	3	2	4	1	4	2	2	3	1	2	1	1	4	3	4	2	5	2	5	4	4	4	2	4	1	4	2	4	1	2	4	4	3	3	2	4	3	4	4	4	3
3	19	1	2	2	1	CA	5	2	5	1	5	1	3	1	5	1	4	3	5	2	2	2	2	2	5	1	1	3	2	3	3	4	2	5	4	4	2	4	4	4	2	2	3	3	3	3	5	2	5	3	3	1	3	4	5	4
13	26	2	1	1	1	BR	2	2	2	2	2	2	2	2	4	4	3	3	4	2	3	4	4	4	4	2	3	3	4	3	3	2	3	3	4	2	4	4	4	3	4	4	3	2	4	4	5	2	5	1	5	1	4	3	5	5
3	24	2	2	1	1	CA	3	1	4	3	4	1	2	3	1	5	3	5	3	1	1	2	1	1	4	1	1	3	2	5	4	5	2	5	5	5	5	5	5	1	3	4	4	3	5	5	2	4	5	3	5	1	5	1	5	4
3	31	1	2	1	2	US	5	1	5	1	5	1	5	1	5	1	4	3	4	2	5	4	4	4	4	4	2	5	3	5	1	5	1	4	4	5	3	5	3	3	1	5	3	1	3	3	3	2	5	2	3	1	5	3	2	5
3	30	1	2	1	1	US	1	2	3	4	3	1	1	4	4	3	4	2	5	1	5	2	3	1	2	2	1	5	3	5	1	5	1	4	5	5	2	4	3	5	1	5	2	4	1	1	5	1	5	1	4	1	4	1	5	5
5	18	1	2	1	1	US	1	2	2	5	2	1	1	5	2	5	4	3	5	1	1	4	4	2	5	5	4	3	5	2	3	1	5	3	2	2	4	2	5	3	2	1	5	3	3	4	2	2	4	1	1	2	3	2	5	3
13	24	1	2	1	5	US	3	1	4	3	3	1	2	4	3	5	4	4	5	2	3	3	3	1	4	2	1	4	1	4	2	4	1	5	4	5	5	1	5	1	4	1	5	2	5	5	4	1	5	1	5	1	4	4	4	4
13	13	0	2	1	1	US	4	2	5	2	4	1	5	3	3	2	2	4	3	3	3	2	3	4	2	1	1	5	1	5	1	4	1	4	5	4	4	1	5	2	5	3	5	1	4	5	5	1	5	1	5	1	5	5	5	5
3	19	1	2	1	1	US	3	2	5	2	5	2	4	3	4	2	3	4	3	3	2	1	2	2	2	3	1	5	2	5	1	4	2	5	5	4	3	5	2	4	2	4	2	2	2	2	4	2	3	2	3	3	4	3	3	4
11	20	1	2	1	2	US	2	3	2	4	2	4	4	3	2	5	5	1	5	1	4	3	5	4	2	4	4	2	4	2	4	4	2	2	1	4	4	2	4	4	2	2	3	2	2	4	4	3	4	1	4	2	4	4	4	4
11	13	1	2	1	1	US	3	1	4	2	4	1	4	4	4	2	2	2	5	4	4	4	3	4	4	2	1	4	1	5	2	4	2	4	5	2	4	2	4	4	5	2	4	2	4	5	4	2	4	2	5	2	4	4	4	4
13	16	1	2	1	2	US	4	1	3	2	5	1	5	2	3	4	4	4	2	3	3	3	5	5	3	4	3	2	1	3	5	2	3	4	1	3	1	4	2	1	3	5	3	3	1	3	2	3	4	3	4	1	3	3	5	5
3	17	1	2	1	1	AU	1	1	5	4	5	1	1	4	1	2	1	5	4	2	1	3	2	1	1	2	1	5	1	5	1	5	1	5	5	5	2	4	5	1	2	4	2	2	1	5	5	1	5	1	5	1	5	4	5	1
3	27	1	2	1	1	US	3	1	5	1	5	2	5	2	4	2	3	4	2	1	1	3	2	2	2	3	3	5	3	4	1	4	2	4	4	4	2	2	2	2	2	2	2	3	3	2	4	1	4	3	4	2	4	4	2	3
3	20	1	2	1	5	US	1	3	4	2	4	2	2	3	2	4	4	4	4	1	1	2	3	2	2	4	1	4	2	4	1	4	2	3	4	4	2	3	3	2	5	2	4	2	4	4	5	2	5	2	3	1	4	5	5	4
9	44	2	2	1	1	JP	2	1	3	3	4	2	4	2	4	4	4	2	2	5	4	4	2	2	2	1	2	4	1	5	2	3	2	3	4	4	2	2	2	2	2	5	1	2	4	5	4	3	3	1	3	2	4	4	2	3
3	21	1	2	1	1	CA	4	1	4	2	4	1	5	2	5	2	4	3	4	2	3	4	4	4	4	3	2	4	2	4	1	5	1	4	4	4	3	4	2	3	2	4	3	3	2	3	4	3	3	4	3	3	3	3	2	2
3	21	1	2	1	2	CA	3	2	4	2	5	2	4	4	2	2	3	4	4	3	2	4	2	2	3	2	2	5	1	4	1	3	1	4	5	4	5	3	4	2	4	3	5	2	4	5	5	2	3	1	4	2	5	4	4	4
4	23	2	1	1	1	IN	2	4	4	4	3	4	1	2	4	4	3	4	4	4	2	2	2	2	1	2	4	5	1	3	2	5	2	5	4	4	4	5	2	2	2	4	4	1	4	2	2	2	2	1	4	2	4	1	4	4
13	24	1	2	1	1	US	1	2	1	5	3	5	1	5	1	5	5	3	5	1	5	5	4	3	5	5	4	2	4	4	5	3	5	3	5	5	4	1	5	4	5	1	4	1	4	4	4	5	5	5	4	1	4	5	5	5
1	39	1	1	1	1	CA	2	4	2	4	4	2	4	5	3	3	2	3	4	1	4	2	3	2	3	4	2	4	1	4	2	4	2	2	3	4	3	2	2	2	2	2	4	1	3	2	4	1	4	1	4	1	4	1	5	4
3	45	1	2	1	2	US	1	4	2	4	2	2	1	5	1	5	4	3	4	2	3	3	3	3	1	4	1	5	1	4	2	5	1	5	3	2	4	5	5	4	4	5	3	1	3	4	5	1	3	3	5	1	5	5	4	4
3	45	1	2	2	5	US	3	1	5	1	5	1	5	2	4	1	3	4	3	4	2	3	2	2	4	1	1	5	2	5	1	5	1	5	4	4	3	5	3	1	1	4	2	3	1	2	4	1	3	2	3	2	4	3	5	3
1	20	1	1	1	1	US	3	2	5	2	5	1	5	2	5	1	2	3	4	2	1	1	1	1	1	2	1	5	1	5	1	4	1	5	5	5	3	3	5	1	3	4	4	1	4	5	5	1	5	1	5	1	4	5	5	5
13	21	1	2	1	1	US	2	4	2	5	3	3	3	3	3	3	5	2	5	1	4	4	4	4	5	4	2	3	3	4	3	3	3	3	3	3	3	5	4	5	3	3	5	2	5	3	3	3	5	3	3	3	3	3	3	4
1	23	2	2	1	2	ID	2	1	3	4	2	2	3	2	2	2	3	3	3	3	4	2	4	4	3	2	2	4	2	4	2	5	2	5	4	4	5	2	4	2	4	3	4	2	5	3	4	3	5	3	4	1	4	1	4	4
9	23	2	2	1	1	PH	2	2	5	1	4	2	4	1	4	1	4	2	5	4	1	4	2	2	4	1	1	5	1	5	1	5	1	1	5	5	5	4	4	1	4	1	5	2	5	4	4	1	5	1	5	1	5	4	5	5
3	22	1	2	1	1	US	1	5	3	5	1	5	1	5	1	5	5	3	5	2	3	5	4	2	3	2	1	2	1	5	2	5	3	5	4	3	1	5	4	5	2	5	3	3	1	2	3	3	5	1	4	1	3	1	5	4
3	16	1	2	1	1	US	4	2	5	2	5	2	5	3	5	3	4	5	4	2	4	4	4	3	3	3	1	5	3	4	3	4	1	5	5	5	3	3	4	3	4	3	3	3	4	3	5	1	4	1	5	1	5	5	4	5
3	20	1	1	1	5	AU	4	1	5	2	5	1	2	2	4	4	3	4	2	2	2	1	3	2	3	4	1	4	4	5	2	4	1	4	5	5	2	5	2	4	1	4	2	2	1	2	5	1	5	3	3	1	4	5	5	5
1	33	2	2	1	1	IN	2	4	4	4	4	2	4	4	2	4	1	4	2	4	2	2	2	2	2	2	5	4	1	5	2	4	2	4	4	5	4	2	4	1	4	2	4	2	4	4	4	1	2	1	4	2	4	3	4	4
13	17	1	2	1	1	AU	4	2	3	3	4	3	3	4	3	4	4	4	4	2	5	2	5	4	3	4	1	5	1	4	1	4	2	4	4	4	2	5	5	4	1	5	1	3	2	3	3	4	5	1	3	2	2	4	5	4
11	17	1	0	1	1	CA	1	3	3	3	2	3	1	4	3	4	3	3	4	2	2	3	3	2	4	2	1	4	4	3	2	3	2	3	3	3	3	3	4	2	1	4	4	3	4	4	4	2	5	1	4	1	4	4	3	5
3	20	1	2	1	5	US	2	2	4	3	4	2	2	4	2	2	5	2	5	1	4	5	5	4	5	4	1	5	3	5	1	5	1	5	4	4	4	4	4	3	3	3	4	2	4	4	3	2	4	1	3	2	4	3	5	4
1	59	1	2	1	1	US	1	5	3	5	1	5	1	1	1	5	1	5	1	5	1	1	1	1	1	1	4	4	1	3	4	4	2	4	2	4	1	4	2	1	2	2	3	2	1	2	4	3	5	3	4	1	3	2	4	4
3	25	1	1	1	2	CA	5	1	4	3	5	1	4	4	4	3	1	5	3	5	2	2	2	1	2	2	1	5	1	5	1	5	1	5	5	5	4	5	4	4	4	3	4	1	5	4	4	1	5	2	5	1	5	4	4	5
3	18	1	2	1	1	AU	1	3	1	5	1	3	1	1	1	5	5	3	5	1	1	3	4	3	5	4	2	2	5	2	1	1	3	2	1	3	4	1	4	3	2	1	4	3	3	3	4	2	5	3	3	1	3	4	3	5
1	27	2	1	1	1	US	1	4	3	4	3	3	3	3	2	5	3	5	5	1	5	4	3	3	4	5	1	5	2	4	3	4	3	5	4	5	3	5	4	4	2	3	3	3	3	3	3	2	4	1	4	2	5	2	5	4
3	24	1	2	1	1	CA	3	4	2	2	1	3	4	3	2	5	3	3	4	1	1	3	5	4	5	4	2	4	4	4	3	3	4	3	5	3	2	4	4	3	1	4	1	3	3	3	3	2	3	1	3	3	3	5	5	3
3	29	1	1	3	1	US	5	1	5	3	5	1	4	1	5	1	1	5	5	5	1	1	1	1	1	1	1	5	1	4	1	5	1	4	5	5	5	1	5	1	5	1	5	1	1	5	5	1	5	1	5	1	5	5	5	5
3	16	1	2	3	1	US	2	5	3	5	3	2	1	4	4	4	1	4	2	5	1	1	2	1	1	2	5	3	3	2	3	2	4	4	3	5	5	2	4	1	4	2	4	1	4	3	4	2	4	2	4	2	3	3	4	4
11	29	1	1	1	2	US	2	4	3	5	4	4	3	4	3	5	2	4	4	2	2	2	2	1	3	3	1	4	4	5	3	3	3	3	4	3	3	3	4	2	4	2	3	4	4	4	5	1	4	1	3	2	4	3	5	4
13	33	2	2	1	2	US	2	2	2	4	5	1	1	5	2	5	5	1	5	2	5	5	4	5	5	3	1	3	2	4	1	5	2	4	4	3	3	1	2	3	1	4	5	5	1	1	4	3	5	2	5	1	1	1	5	5
4	21	2	1	1	1	IN	4	2	4	4	2	2	3	2	5	5	3	3	4	4	3	2	4	4	3	1	4	4	1	4	2	5	2	4	5	2	3	2	4	2	4	3	4	1	3	4	4	2	4	1	5	1	5	3	4	4
3	26	1	1	1	3	US	3	3	4	3	4	2	2	4	3	4	4	4	4	2	3	3	3	3	3	2	1	4	2	4	3	3	3	4	3	4	4	2	4	3	3	2	4	2	3	4	5	1	5	4	4	1	4	4	4	4
11	21	2	1	1	1	IN	1	2	2	2	3	4	2	4	4	5	2	4	3	3	2	4	4	4	2	3	3	4	2	4	2	4	3	3	3	3	2	4	4	4	2	4	1	3	2	2	1	2	4	1	4	2	4	1	4	5
4	26	2	2	1	1	IN	3	2	5	3	4	4	2	2	5	2	3	3	2	4	3	3	3	3	3	2	2	2	1	4	3	4	2	4	4	5	3	2	4	2	4	2	1	1	4	3	4	1	5	1	4	1	5	3	3	5
3	14	1	1	1	1	US	3	2	3	2	5	1	3	2	5	3	4	5	5	5	2	2	5	3	4	1	4	3	5	1	4	4	4	2	2	2	4	5	2	1	1	5	2	4	1	5	5	1	5	1	5	1	5	5	4	5
1	13	1	1	1	1	US	1	4	3	5	3	5	1	4	3	5	5	3	5	1	5	5	5	5	5	5	5	3	4	2	4	3	5	3	2	3	4	2	4	3	1	3	4	5	3	3	3	3	5	3	3	1	4	3	5	4
3	30	2	1	1	1	SE	4	3	5	1	5	1	5	1	5	1	1	5	1	5	4	1	3	1	4	1	2	5	1	5	3	4	1	4	5	5	5	5	5	2	1	5	4	3	1	4	4	1	5	1	5	1	5	4	5	5
3	27	1	1	1	1	US	3	5	2	5	4	4	3	5	1	5	5	2	5	1	4	4	4	4	5	5	2	4	4	4	2	5	2	3	4	4	2	4	4	3	2	3	4	2	3	5	4	2	4	3	5	2	5	4	5	4
3	17	1	1	1	1	US	2	4	2	4	3	2	2	4	3	4	5	2	5	1	4	4	5	5	5	5	2	4	4	4	2	4	2	4	4	1	2	4	4	4	2	3	4	4	3	4	5	1	5	1	5	1	5	5	4	5
13	17	1	2	1	5	US	5	2	5	1	5	2	5	5	3	2	3	3	3	3	3	3	3	3	3	2	4	4	2	3	1	3	1	4	3	3	3	2	3	1	5	2	4	2	2	2	3	2	3	2	3	2	5	2	4	3
11	19	1	2	1	1	AU	3	2	4	3	3	4	2	4	2	4	1	4	2	5	3	3	3	2	3	2	2	4	2	4	2	4	3	2	3	3	3	4	4	1	2	4	4	3	2	4	4	1	2	2	3	4	4	3	4	3
0	18	1	1	1	1	US	1	5	4	5	1	2	1	4	3	5	3	5	3	2	4	1	1	1	3	3	5	3	4	1	3	1	2	2	1	2	2	5	5	3	1	3	4	4	3	3	5	1	3	1	4	2	5	5	5	5
11	23	2	2	1	1	MY	1	4	2	3	4	4	1	4	2	3	5	3	2	3	4	3	3	2	3	3	2	3	2	4	2	5	3	3	4	3	3	3	3	3	3	2	3	1	5	3	2	4	4	3	3	4	3	2	5	2
1	20	2	2	1	1	IN	5	1	5	3	1	5	1	1	5	5	5	1	1	5	5	1	2	1	1	1	5	5	1	5	5	5	1	5	5	5	1	1	5	5	1	5	1	5	4	5	1	1	5	2	3	5	4	1	1	4
11	19	2	2	1	2	MY	4	3	3	3	3	3	4	4	3	1	4	4	4	2	4	5	5	3	4	3	1	4	1	4	4	5	3	5	4	5	3	5	3	4	3	5	2	1	3	4	2	3	4	3	5	2	5	3	2	4
13	23	2	1	1	1	IN	4	3	4	2	4	2	3	2	4	4	1	3	3	3	2	2	4	4	2	3	5	4	1	5	2	4	2	5	4	4	3	2	4	2	5	2	4	2	4	3	3	2	4	2	4	2	4	2	4	4
13	14	1	1	1	1	US	1	5	3	5	1	5	3	5	1	4	2	3	3	4	3	3	4	4	4	1	4	2	4	1	5	2	4	2	1	3	3	3	5	4	2	3	3	3	3	3	4	4	5	3	4	1	4	3	3	5
4	18	1	1	1	1	IN	1	5	4	4	1	5	3	4	5	5	3	5	5	5	5	3	3	3	4	5	4	4	2	4	2	4	2	3	4	3	2	3	5	4	2	2	2	4	1	4	4	2	4	1	4	2	2	3	5	5
1	18	1	2	1	1	US	4	2	5	3	5	3	5	1	5	2	1	5	1	3	4	1	2	1	2	3	3	5	4	4	2	4	2	4	5	5	2	4	2	5	1	3	2	5	1	1	4	4	5	3	2	1	3	3	4	3
5	16	2	1	1	1	KW	2	4	3	4	1	4	2	4	1	4	4	2	5	4	4	4	3	2	4	3	2	3	4	2	2	2	4	4	2	4	2	2	4	3	2	3	4	2	1	4	4	4	4	4	3	2	3	3	4	4
0	23	1	2	1	1	OM	3	2	4	2	3	2	2	1	5	5	2	4	4	2	1	4	5	1	1	3	4	4	1	4	2	5	2	5	5	5	5	3	5	2	3	5	3	3	5	5	2	3	4	3	4	1	3	2	3	3
4	22	2	2	1	1	IN	5	1	5	3	5	2	5	2	3	2	3	3	3	3	3	3	2	2	2	3	5	5	1	5	2	5	1	5	5	4	5	4	5	2	3	1	3	3	5	3	2	3	3	3	3	3	5	2	3	3
11	19	1	1	1	1	US	1	5	2	5	2	4	1	5	1	5	2	4	2	4	2	2	2	1	2	1	3	4	1	4	3	3	3	4	4	4	3	4	3	2	2	5	3	2	3	3	4	3	5	1	5	1	3	4	5	5
13	21	2	1	1	1	US	3	2	3	2	3	3	3	5	2	3	3	3	5	4	2	4	3	3	3	3	1	4	3	4	1	4	2	4	4	3	4	4	5	3	3	2	5	2	2	5	3	2	4	2	3	5	4	4	4	5
11	19	2	1	1	1	MY	1	5	1	5	1	5	1	5	1	5	5	1	5	2	5	5	4	4	1	3	5	1	1	3	5	5	5	1	1	3	3	5	3	3	3	5	3	4	2	3	3	3	5	5	1	3	3	2	5	1
10	14	1	1	2	1	AU	1	3	5	1	3	4	3	5	5	5	3	5	5	5	5	5	3	2	4	3	5	5	5	5	1	5	3	3	5	4	1	3	3	5	3	5	3	3	3	3	4	5	4	3	3	1	3	3	3	4
3	39	1	2	2	1	AU	5	1	5	1	5	1	5	2	5	1	5	2	5	2	4	3	5	4	5	4	1	5	3	5	1	5	1	5	5	5	3	4	4	3	4	3	4	1	3	4	4	1	5	2	5	1	5	1	5	5
3	26	2	1	1	5	DK	1	5	2	3	1	3	1	5	3	5	1	1	5	1	1	1	5	1	1	1	3	3	3	5	3	5	3	5	4	1	3	1	5	3	3	1	5	2	3	5	5	5	5	5	3	1	1	3	5	3
3	48	1	1	1	1	GB	1	4	5	2	4	2	4	2	5	4	1	4	3	4	2	2	1	1	1	1	1	5	1	4	2	4	1	4	4	4	4	1	4	2	3	2	4	1	4	4	4	2	5	2	4	2	5	5	5	5
3	33	1	2	1	5	NZ	1	3	2	2	4	4	1	5	1	5	3	3	4	2	3	4	5	3	4	4	2	3	2	2	2	4	3	3	4	2	3	2	4	2	4	2	5	3	4	3	4	3	3	2	3	4	4	4	4	3
7	20	0	1	1	5	ID	2	5	2	5	3	4	4	2	5	3	1	3	4	3	2	3	4	3	3	3	5	3	5	2	3	4	3	4	2	4	5	2	3	3	4	4	3	2	3	4	1	3	4	3	4	4	3	3	4	3
3	22	2	2	2	3	DK	4	1	5	2	4	1	4	2	5	2	3	5	4	4	4	2	1	2	2	2	1	5	2	5	1	5	1	4	5	5	4	4	4	3	4	2	5	2	5	4	4	4	3	5	4	3	4	3	5	4
13	21	2	1	1	1	TR	1	4	5	5	2	4	1	5	1	2	3	5	5	5	5	1	1	1	1	1	1	1	3	1	5	1	5	1	1	1	5	1	5	1	5	1	5	1	5	1	3	1	3	1	3	1	5	3	5	3
3	29	1	2	1	5	GB	1	4	4	5	2	4	1	4	2	4	4	4	5	4	2	4	2	2	4	2	4	2	4	2	4	2	4	2	2	2	5	4	5	2	5	5	5	1	4	4	4	2	4	2	4	2	2	4	2	3
3	43	1	1	1	1	AU	3	4	4	3	4	2	4	4	2	2	4	3	4	3	2	4	2	2	4	2	1	4	2	4	2	4	2	4	3	4	3	5	3	4	2	4	3	2	2	4	4	2	4	3	4	1	4	3	4	4
11	13	1	2	3	1	SG	1	4	2	3	4	2	1	5	2	5	3	3	5	1	3	4	4	5	3	5	5	4	4	2	3	1	2	5	2	4	3	2	5	1	3	3	4	3	2	5	5	1	4	1	4	3	5	5	4	5
4	22	2	1	1	2	IN	2	4	2	3	5	4	2	4	3	4	1	4	4	3	2	5	3	3	5	3	2	3	3	5	1	5	5	5	5	4	3	1	3	2	3	5	2	3	3	4	3	5	2	1	4	4	4	4	3	4
13	23	1	2	1	2	GB	4	1	3	3	4	1	5	3	5	2	3	4	5	4	3	5	3	3	5	3	1	5	4	5	2	5	1	5	5	4	5	1	5	3	3	3	5	1	3	4	2	2	5	3	2	2	2	1	5	3
3	24	2	1	1	1	LT	3	3	3	3	3	5	1	5	1	5	1	5	4	2	4	3	5	3	2	4	2	4	1	5	2	5	1	3	5	2	3	5	5	4	1	1	5	3	5	3	1	5	4	2	1	5	3	1	5	1
3	39	2	1	2	5	GB	2	3	2	3	2	1	2	3	3	4	4	3	5	3	4	4	4	4	4	4	1	4	1	5	1	5	1	3	5	3	5	2	5	2	4	1	5	3	4	4	5	1	5	2	5	1	4	4	5	5
3	29	1	2	1	5	AU	4	1	3	1	5	1	1	1	5	5	4	3	5	1	1	1	3	1	1	5	1	5	5	5	1	5	1	3	5	4	4	5	5	2	1	2	5	2	3	2	5	3	5	1	5	1	4	5	5	5
3	39	1	1	1	1	IE	2	1	4	4	5	1	3	4	5	2	4	3	5	1	2	2	3	2	1	2	1	4	3	5	1	4	1	4	4	4	3	1	4	2	4	1	5	1	2	4	3	1	5	5	4	1	4	4	5	2
11	26	2	2	1	1	US	2	4	2	4	2	4	2	2	3	3	4	2	4	4	4	4	4	3	4	4	2	2	4	4	4	4	4	2	4	3	2	2	4	2	3	3	2	2	2	4	4	4	2	4	2	4	2	2	4	2
13	17	1	2	1	1	GB	4	1	3	1	4	1	5	1	5	1	5	2	5	1	5	5	5	5	5	5	1	5	4	4	1	4	1	5	5	4	3	5	5	5	1	5	1	3	1	3	5	3	5	3	5	1	5	4	4	5
3	18	1	2	1	1	AU	5	1	5	3	5	2	5	3	4	1	4	3	5	1	3	4	4	4	2	5	1	5	2	5	1	3	1	4	4	4	3	3	4	3	2	2	4	3	3	3	5	1	3	1	3	2	4	5	4	3
5	17	2	2	1	5	IL	3	4	4	2	4	2	2	2	5	2	3	5	3	2	4	3	3	1	3	2	4	4	4	2	4	4	2	3	4	4	5	5	2	2	3	4	3	2	1	3	4	3	4	2	5	1	4	3	2	5
1	26	2	2	1	1	IN	5	1	5	1	5	1	4	5	1	4	1	5	3	1	4	5	1	3	5	1	4	5	3	3	1	5	1	5	4	3	5	1	5	1	3	5	1	3	4	3	5	1	3	3	4	1	5	5	2	3
3	17	1	1	2	1	GB	2	4	3	4	2	3	2	4	4	4	4	4	5	3	3	3	4	4	3	3	2	5	2	5	2	4	2	3	5	3	3	3	4	3	1	1	4	5	3	3	3	3	5	2	3	1	2	2	5	5
3	16	1	2	1	2	GB	4	3	2	3	2	3	2	3	3	2	3	1	5	2	2	5	3	4	3	2	5	3	1	2	2	5	3	3	4	2	5	1	4	2	5	4	3	5	4	2	3	2	3	2	2	4	3	3	3	2
3	17	1	2	1	1	GB	2	2	4	4	3	2	4	4	4	5	5	2	5	2	2	3	2	2	4	4	1	4	4	5	1	4	1	5	5	4	5	4	4	2	2	4	3	2	4	4	5	2	5	2	4	1	4	4	5	3
3	35	2	1	1	1	PL	3	3	5	2	3	1	4	3	5	2	1	4	1	4	2	4	1	2	4	2	2	4	3	2	5	1	4	3	4	3	4	4	2	5	3	5	4	3	2	4	5	1	4	1	5	1	5	5	3	5
1	39	1	2	1	1	DE	1	3	2	5	2	2	1	5	2	4	4	3	4	2	4	3	4	3	3	4	1	4	2	4	2	4	4	4	4	4	4	5	4	4	3	4	3	4	4	3	4	2	2	2	3	4	4	4	4	3
3	18	1	2	1	5	GB	2	4	2	4	2	2	2	4	1	4	3	3	4	2	2	3	3	4	3	4	4	3	4	3	2	3	3	3	3	3	2	4	4	4	2	4	2	2	3	2	4	1	5	2	3	2	3	4	4	4
11	29	1	2	1	5	MY	2	4	2	4	2	4	2	4	2	4	3	4	3	2	3	4	4	4	2	4	3	3	2	4	2	4	2	4	3	3	4	2	2	2	2	4	4	2	4	3	4	2	2	2	4	2	4	2	4	3
11	15	2	2	1	1	ID	1	4	1	3	3	3	1	4	1	5	5	1	3	1	5	5	5	5	5	5	4	1	3	4	4	2	5	3	3	4	2	3	3	4	4	4	2	3	1	5	3	3	5	1	4	1	5	4	5	5
13	15	2	1	1	1	IN	1	3	1	5	1	5	1	5	5	5	5	1	5	1	5	5	5	5	5	1	5	2	1	5	1	5	5	1	5	1	1	1	5	1	2	5	5	5	1	1	5	1	5	5	5	1	5	1	5	5
4	16	2	1	1	1	AE	1	2	4	4	5	4	1	4	5	5	5	1	5	5	4	5	5	5	5	5	5	5	4	5	2	5	1	5	5	5	4	4	5	4	4	5	5	5	4	5	1	1	3	5	1	5	5	1	4	2
3	20	2	2	1	1	LT	3	1	4	3	3	1	4	3	3	5	3	4	5	3	2	3	4	1	3	2	1	5	1	5	1	5	1	5	5	5	2	4	5	3	3	4	1	3	2	4	4	1	5	1	4	1	5	4	5	5
4	19	2	1	1	1	PK	1	4	1	5	1	5	1	4	1	5	1	1	2	5	5	4	5	4	4	2	4	1	4	1	5	1	5	1	1	1	1	5	3	5	1	5	1	5	1	2	3	1	1	5	1	1	4	1	1	4
3	42	1	2	2	1	GB	3	3	3	2	4	2	2	3	2	2	4	2	5	1	4	5	5	5	4	5	1	4	2	5	1	5	2	5	4	4	2	2	4	5	1	2	4	2	2	3	4	3	5	2	2	2	5	2	5	3
1	19	2	1	1	2	MY	2	4	2	4	3	3	3	4	2	4	3	4	4	4	4	3	3	3	3	3	4	4	3	4	2	4	3	3	3	4	4	3	3	4	2	4	4	3	3	3	4	3	4	3	4	2	4	2	3	4
9	18	2	2	1	2	BT	1	4	1	4	5	4	5	4	2	2	5	2	5	1	4	4	5	4	4	5	5	4	2	3	4	3	4	2	1	1	5	2	4	3	3	3	4	2	4	4	4	5	4	5	2	2	4	4	4	3
